1-4_eel_avg	1-4_eel_se	1-4_vdw_avg	1-4_vdw_se	angle_avg	angle_se	bond_avg	bond_se	dihed_avg	dihed_se	ecavity_avg	ecavity_se	edisper_avg	edisper_se	eel_avg	eel_se	epb_avg	epb_se	vdwaals_avg	vdwaals_se	pb_tot_avg	pb_tot_se	ligname	paper-id	expt-dg	expt-err	q	dataset
1.6825895846767764	2.993893782078032	-0.10899847580646592	0.5574632073324225	-1.99369481854842	1.316296180607222	-0.22110623387089667	0.8322764888574851	0.6215686532257649	1.1039760119398154	-4.282159721774192	0.11443975377072048	0.0	0.0	-23.08708659274172	12.026509817015722	27.80924770161273	10.653822841468664	-37.7733181129034	1.3754622999776058	-37.35295801612942	2.233697359415161	j1	1	-9.8	0.1	1	Janssen
-0.26180654032259554	2.869210567445609	-0.17068010080643248	0.44628438939285375	-0.2725549435482364	1.45339512148244	1.438135391128997	0.851794276343059	-0.5658199717740686	1.1602024583067043	-4.765324596774192	0.12044102952956715	0.0	0.0	-3.6445540927416857	13.662236330190265	25.431559576612898	12.114989429247688	-43.49023298790331	1.2643588565290738	-26.30127826612909	2.4573750160078585	j2	2	-9.6	0.1	0	Janssen
5.969924459678168	2.7515466116636222	0.10920889919355403	0.4722794440745282	-1.0877803185484574	1.1614821470705716	0.6079020161290192	0.8416038344238211	0.9318027782254888	0.9486141622528864	-4.051506221774192	0.12869334306895988	0.0	0.0	-26.72383059274199	14.53259802847932	34.139753201612656	13.238256402380635	-30.329836362903414	1.269652191979769	-20.434362141129046	2.2920118244095717	j3	3	-9.0	0.1	0	Janssen
-2.439345415323146	2.697739929864765	0.5572468991935295	0.4937717594704204	0.7835978064516453	1.3557422442992402	-0.5428309838709069	0.9029986207744468	-0.6246848467743362	1.046573145031772	-4.979509221774191	0.12198042113560725	0.0	0.0	-31.145816592741486	13.171002027764715	48.840364951612216	12.095123574220581	-44.18986798790343	1.2396589444500954	-33.7408453911292	2.5412157189444797	j4	4	-8.9	0.1	1	Janssen
1.0000234596773223	3.3853687073547967	0.06670914919351922	0.5402585867728412	-0.1824964435482528	1.4242612309173617	-0.30544210887095424	0.9453745323706868	0.43384615322572095	1.1721788626880218	-4.1102250967741965	0.11933890372852808	0.0	0.0	-33.283773217741114	14.218304667233582	46.705926326612676	11.798365100990354	-31.229849612903372	1.295553564286532	-20.905281391129225	2.4311190979824544	j5	5	-8.8	0.1	0	Janssen
-3.5662562903223534	2.7654262109881467	0.17650139919348895	0.4863496829517705	-0.1980936935483335	1.3287720124763578	0.5972062661290654	0.8213140410055566	-1.611625846774686	1.0780173739113703	-4.0396598467741835	0.11537857991325873	0.0	0.0	-21.409837717739997	11.892474296668064	43.281741701612816	10.617069710500086	-33.511532862903245	1.287420548788228	-20.28155689112951	2.4794893132168143	j6	6	-8.2	0.1	0	Janssen
0.4918874596767182	2.4837780540467254	0.3741735241935729	0.4881638815398103	0.7477743064515749	1.2922494300913347	-0.14828310887083873	0.8774508256538065	0.9198139032254956	1.1093061099636676	-3.973180596774192	0.13282480968534482	0.0	0.0	-35.60979696774177	12.251464366436153	49.56121282661252	11.16533677946707	-29.222827362903427	1.3222658627141828	-16.85922601612947	2.9532590722942467	j7	7	-7.8	0.1	0	Janssen
1.0766575846780595	2.8159839764818417	0.18369777419351685	0.4599313798768727	-0.17012094354818075	1.3481293331983502	0.07329814112913446	0.9188398349771	0.6100152782255428	0.957575191497368	-4.087456096774194	0.12109686329175025	0.0	0.0	-39.238316717742684	14.033173884347367	55.6939442016127	12.712888655773465	-34.54388661290364	1.4013712596736765	-20.40216739112913	2.4849420999881766	j8	8	-7.4	0.1	0	Janssen
-0.15534416532375414	2.89414571592131	-0.07554097580641718	0.4781016562362018	1.5463110564518059	1.3463080735959925	-0.3271818588709108	0.869350793674837	-0.05057984677402772	1.1022456362557744	-4.212577971774194	0.1245838767715437	0.0	0.0	-30.28160996774096	13.518270053922686	45.85056395161254	12.069181908331158	-31.83081036290325	1.2975800352916638	-19.536770141128713	3.1009204971986826	j9	9	-7.3	0.1	0	Janssen
0.16393358467759356	2.758994863759275	-0.06699610080644547	0.4872562220401494	-0.29394531854847905	1.3022716648568775	0.06393101612904939	0.7357031694932056	0.7213991532255495	1.0433806427064882	-3.2743248467741943	0.11561692109187385	0.0	0.0	-42.996116842742204	12.480669865997086	53.939658826612295	11.244288228941032	-22.045459112903472	1.3795992408299025	-13.787919641128738	2.9654045250811816	j10	10	-6.3	0.1	0	Janssen
-2.0501927903230523	2.6861480046255046	0.4554651491934667	0.455801617012412	-0.014561443548533504	1.4126061715141998	-0.09294448387097276	0.73917420849378	-0.3315340967744991	1.0409549302461398	-3.565976721774196	0.11627130064153456	0.0	0.0	-20.767566217741436	12.843758168201227	38.186246076612576	11.51893624132648	-27.85868986290332	1.2138744373015609	-16.03975439112945	2.3976578498864	j11	11a	-5.6	0.1	0	Janssen
-1.4836729153227566	2.6533455509051387	-0.2834798508064269	0.4298397989380188	-0.5284543185484338	1.2531855876831155	0.9723511411290504	0.8133091361334697	-0.6153927217743664	1.13619489927676	-3.556603346774189	0.12095895878243987	0.0	0.0	-23.292379092739854	12.379093349928874	40.84732932661275	11.792936726303994	-26.12248773790339	1.3709642120363672	-14.062789516129028	2.641960800752018	j12	11b	-5.6	0.1	0	Janssen
