ligname	1-4_eel_avg	1-4_eel_se	1-4_vdw_avg	1-4_vdw_se	angle_avg	angle_se	bond_avg	bond_se	dihed_avg	dihed_se	edisper_avg	edisper_se	eel_avg	eel_se	vdwaals_avg	vdwaals_se	egb_avg	egb_se	esurf_avg	esurf_se	gb_tot_avg	gb_tot_se	paper-id	expt-dg	expt-err	q	dataset
j1	-6.249996090446075e-07	8.835104366707055e-06	-2.249999977408379e-06	8.565096789783674e-06	-4.999999401889e-07	1.0058636443690344e-05	-4.99999997316536e-07	9.166280739638554e-06	-1.4999999660858518e-06	8.830795614841028e-06	0.0	0.0	-36.70127850000043	4.693508535926356	-38.921518625000076	1.8843030814675092	46.89564899999996	4.591381888559521	-6.019035349500003	0.2125360727740739	-34.746188849500015	2.355477995949494	1	-9.8	0.1	1	Janssen
j2	8.750000620239006e-07	8.400830295749839e-06	3.3750000198295994e-06	1.0122726119681403e-05	-7.500000094751158e-07	8.68723553392796e-06	-8.749999977908373e-07	9.784795818315621e-06	3.8750000244647266e-06	9.817943462538898e-06	0.0	0.0	-5.744274250000106	1.3093623882301837	-40.895371499999975	0.5760145913947103	22.086179625000014	1.29408786634868	-5.641297359300003	0.058247489602259075	-30.19475698430007	0.8196118142289511	2	-9.6	0.1	0	Janssen
j3	-1.7499993600722519e-06	7.999097088566403e-06	-2.3749999952826784e-06	9.016315103095444e-06	6.249999930219019e-07	1.0529485617641597e-05	2.625000004741196e-06	7.971070775351685e-06	-1.4999998447251528e-06	1.1385241434444569e-05	0.0	0.0	-21.361113125000074	1.6105917171598865	-29.693617875000005	0.9296677826464717	29.02523524999991	1.2113783936394158	-4.966452675899999	0.06341307318748761	-26.995950800899823	0.9090045677200548	3	-9.0	0.1	0	Janssen
j4	-4.3750002714659785e-06	9.481200637531779e-06	7.499999682636371e-07	7.350345504896564e-06	-8.749999619794834e-07	8.599786497254991e-06	1.2500000008941471e-06	9.525382428781864e-06	-1.2499982517510945e-07	6.473271955798919e-06	0.0	0.0	-58.16875425000005	4.27171818776873	-43.73716537499993	1.1622953935614562	68.67037212500007	4.1440927386385145	-6.7697966096999975	0.1236003560349458	-40.0053474847001	0.9761795681951017	4	-8.9	0.1	1	Janssen
j5	-1.5000003463683243e-06	7.125543915337877e-06	-6.250000194540915e-07	7.448827797614702e-06	2.49999976347226e-07	8.74551114974418e-06	1.124999998722842e-06	7.451575331942439e-06	1.750000099107751e-06	8.521382877830937e-06	0.0	0.0	-31.64768262500016	1.5454226844041494	-29.363890875000013	1.1632215615643189	39.52737812500001	1.4739010870942912	-5.234193363600003	0.1352370380004158	-26.718387738599787	1.2631587637353316	5	-8.8	0.1	0	Janssen
j6	1.1249999366924613e-06	8.10140606059131e-06	-1.1249999975149195e-06	8.658044682785588e-06	-1.5000000072973308e-06	8.159179134146304e-06	2.500000171323791e-07	8.241046995618773e-06	-6.249999955798557e-07	7.547189123992929e-06	0.0	0.0	-13.719332374999633	0.77119455541627	-35.62055125000005	0.6740279077452103	26.604389124999948	0.6929812372484131	-4.8288518153999975	0.05968122137759335	-27.564348190399922	0.9254060675610872	6	-8.2	0.1	0	Janssen
j7	-2.500003665772965e-07	1.0148727659188216e-05	-2.499999975213996e-07	8.086524913774068e-06	-3.6250000341908614e-06	9.633910742895303e-06	-1.2499999853332608e-06	8.66020195248954e-06	-7.500000052118594e-07	7.719217093891285e-06	0.0	0.0	-29.72011300000001	1.2334384014826778	-29.520416874999963	0.5660980844019556	39.01457237499995	1.2526231576778113	-5.164511673599999	0.07577437519942315	-25.390475298599878	0.6598765357336335	7	-7.8	0.1	0	Janssen
j8	3.750005522817901e-07	7.467568089223622e-06	8.750000134938318e-07	8.811126939495347e-06	-1.5000000607301448e-06	9.943813296937261e-06	-4.499999979046264e-06	7.503242614378759e-06	-2.499999975213996e-07	7.649977781738059e-06	0.0	0.0	-13.170722249999573	0.9606767392102392	-34.803965375000026	0.7692685515146744	24.32635874999989	0.8540300467173675	-4.702603604400001	0.07281720938612618	-28.350937479399928	0.9447719457689548	8	-7.4	0.1	0	Janssen
j9	8.749994685786077e-07	7.68918395383815e-06	-2.5899282718455646e-14	9.955482347186012e-06	-6.24999972274054e-07	9.310074613049726e-06	9.999999753418364e-07	6.046418336438882e-06	-2.3749999495237262e-06	8.492368997087678e-06	0.0	0.0	-19.559978874999718	1.4645869215120564	-30.445079750000023	0.8878480038170937	30.08042725000001	1.4745871017785412	-5.126464268100001	0.11408761787644668	-25.051096768099896	0.9781370562587312	9	-7.3	0.1	0	Janssen
j10	7.50000374978299e-07	7.927230993576074e-06	-8.749999927104569e-07	8.507487601161689e-06	-3.3750000178400795e-06	8.336119990346221e-06	-4.999999874399917e-07	8.975194715652527e-06	-1.2499993946590847e-07	9.860281954970875e-06	0.0	0.0	-18.764533250000238	3.2150808908418647	-23.22789212499999	1.8992424452991197	19.842498250000038	3.0945720814823505	-3.5713962872999985	0.14293454736342004	-25.7213275373	2.011452151792071	10	-6.3	0.1	0	Janssen
