ligname	1-4_eel_avg	1-4_eel_se	1-4_vdw_avg	1-4_vdw_se	angle_avg	angle_se	bond_avg	bond_se	dihed_avg	dihed_se	ecavity_avg	ecavity_se	edisper_avg	edisper_se	eel_avg	eel_se	epb_avg	epb_se	vdwaals_avg	vdwaals_se	pb_tot_avg	pb_tot_se	paper-id	expt-dg	expt-err	q	dataset
j1	7.500001822791092e-07	7.191570627021292e-06	-1.7500000218717559e-06	7.861372572303971e-06	-1.250000053119038e-06	9.185399992457255e-06	-3.749999910951374e-07	1.0218884268989784e-05	1.2500000306658875e-06	7.816298110812304e-06	-5.2834068750000025	0.11357711469496623	0.0	0.0	-35.74834137500017	4.412098702719975	48.96253687500023	4.617059898604776	-38.97257425000009	2.1224806661396167	-31.04178699999989	2.095670958385976	1	-9.8	0.1	1	Janssen
j2	1.3749999084211594e-06	9.96696097618183e-06	2.6645352591003757e-14	7.0685797536854615e-06	2.000000021098458e-06	9.051111383740144e-06	-2.1249999925743167e-06	9.901664205974376e-06	2.499998910820977e-07	8.346736781972192e-06	-4.73481175	0.03421517580744556	0.0	0.0	-5.6763458750006714	1.2143150167399428	27.195096999999986	2.109536997771824	-40.4603755	0.4801107497722696	-23.676434625000123	1.06518320507189	2	-9.6	0.1	0	Janssen
j3	-1.4999994891695675e-06	8.479427674769307e-06	-2.3163693185779265e-14	9.260585005860782e-06	3.750000118429853e-07	7.573664392039662e-06	1.1249999840856615e-06	8.09502768774706e-06	2.500000051952611e-07	8.19387236953713e-06	-3.793637374999999	0.044058972370133405	0.0	0.0	-21.003704749999482	1.312234391062489	32.523232750000176	0.9335276686808464	-29.65366825000005	0.7270356724639526	-21.927777374999962	0.9212110871281746	3	-9.0	0.1	0	Janssen
j4	-3.7499985410249793e-07	6.858492363685317e-06	-1.8749999972556e-06	8.289739645996023e-06	-1.2499994340942063e-07	7.693218460705349e-06	-1.4999999762466132e-06	8.987575067998187e-06	1.750000002118668e-06	9.886824435154344e-06	-5.433867499999996	0.06191582680890102	0.0	0.0	-60.233645749999724	3.759326828844946	74.30964125000007	3.874970391331465	-43.772650625	1.153487817960526	-35.13052474999973	1.4084463596405008	4	-8.9	0.1	1	Janssen
j5	-3.750005339497875e-07	7.964108732685957e-06	2.374999999616989e-06	8.764470430250162e-06	2.250000024446308e-06	8.07971502336103e-06	-8.749999952328834e-07	8.54127133842627e-06	-2.499999663996277e-07	6.956709030921222e-06	-3.75372475	0.04596415846569269	0.0	0.0	-31.098492874999646	1.65266190045213	43.08378475000002	1.1299640187415017	-29.020540125000025	0.8263867396519714	-20.78896987500012	1.1103090120865815	5	-8.8	0.1	0	Janssen
j6	-1.4999998435882843e-06	9.160328183516562e-06	3.3749999947474406e-06	9.131542545050937e-06	8.749999797430519e-07	6.579739002713881e-06	1.8750000052136784e-06	8.977666531113941e-06	-4.999999411836597e-07	1.1134343964430864e-05	-3.8369282499999993	0.02731265705166241	0.0	0.0	-14.160048000000195	0.8869220354677445	31.88008649999999	0.9931142595396028	-35.34001537499998	0.7305660536812888	-21.45690099999984	0.6868358339861491	6	-8.2	0.1	0	Janssen
j7	-1.000000002022716e-06	8.129325909105516e-06	2.4999999567398843e-07	6.734377837547603e-06	2.2499999923297766e-06	8.132533386734507e-06	-3.999999976045386e-06	8.865296525828627e-06	-1.9999998806952136e-06	8.738761059170129e-06	-4.201017125000003	0.051660501818461116	0.0	0.0	-28.863081375000547	1.1906577424095643	44.393638500000066	1.0659765248006747	-29.661576874999977	0.5265061938462811	-18.332041375000035	0.8984044605796858	7	-7.8	0.1	0	Janssen
j8	-2.3749998469213556e-06	8.341555289393155e-06	-4.250000024015321e-06	9.319427195406211e-06	1.6249999912076876e-06	5.01431382518728e-06	1.2499999989756815e-06	8.877264193552079e-06	3.750000695390554e-07	8.347833627524659e-06	-3.6582881250000012	0.024422713426228176	0.0	0.0	-13.347444749999704	0.9160644397758231	30.056682000000023	0.94548776659256	-34.309173249999965	0.4628340763675863	-21.25822749999989	0.5817410123193452	8	-7.4	0.1	0	Janssen
j9	2.9558577807620175e-14	1.0353515933593046e-05	2.4999999794772516e-06	8.105340405949677e-06	1.1250000267182258e-06	8.344344645502619e-06	-2.750000000411035e-06	8.813386546712341e-06	-7.499999995275175e-07	7.2962956340051025e-06	-3.751135874999997	0.028664196591256012	0.0	0.0	-21.17442900000091	1.6983012317344126	35.05760724999999	1.6264172434261377	-29.473649999999946	0.9856744288227632	-19.341607499999753	0.9560215615479152	9	-7.3	0.1	0	Janssen
j10	-8.750001114776752e-07	7.792667690148151e-06	-1.5000000092157962e-06	7.859026644607636e-06	-2.874999985706949e-06	9.236184666838176e-06	2.500000117322543e-07	8.652113760817645e-06	-1.3749998990419954e-06	6.790255330719759e-06	-2.477062249999997	0.03412907616006323	0.0	0.0	-22.1830332499998	1.224124031901045	25.972350249999927	0.9268438745161878	-21.227063000000022	0.7636887754147088	-19.914814624999995	0.6997827021211079	10	-6.3	0.1	0	Janssen
