ligname	1-4_eel_avg	1-4_eel_se	1-4_vdw_avg	1-4_vdw_se	angle_avg	angle_se	bond_avg	bond_se	dihed_avg	dihed_se	edisper_avg	edisper_se	eel_avg	eel_se	vdwaals_avg	vdwaals_se	egb_avg	egb_se	esurf_avg	esurf_se	gb_tot_avg	gb_tot_se	paper-id	expt-dg	expt-err	q	dataset
j1	7.500001822791092e-07	7.191570627021292e-06	-1.7500000218717559e-06	7.861372572303971e-06	-1.250000053119038e-06	9.185399992457255e-06	-3.749999910951374e-07	1.0218884268989784e-05	1.2500000306658875e-06	7.816298110812304e-06	0.0	0.0	-35.74834137500017	4.412098702719975	-38.97257425000009	2.1224806661396167	46.01631475000003	4.574018634650471	-6.062382918	0.2427494851705999	-34.76698516799973	2.460673309248929	1	-9.8	0.1	1	Janssen
j2	1.3749999084211594e-06	9.96696097618183e-06	2.6645352591003757e-14	7.0685797536854615e-06	2.000000021098458e-06	9.051111383740144e-06	-2.1249999925743167e-06	9.901664205974376e-06	2.499998910820977e-07	8.346736781972192e-06	0.0	0.0	-5.6763458750006714	1.2143150167399428	-40.4603755	0.4801107497722696	22.397214625	1.5714342399397454	-5.607738830699999	0.04615966226075513	-29.34724408070013	0.6232446190121773	2	-9.6	0.1	0	Janssen
j3	-1.4999994891695675e-06	8.479427674769307e-06	-2.3163693185779265e-14	9.260585005860782e-06	3.750000118429853e-07	7.573664392039662e-06	1.1249999840856615e-06	8.09502768774706e-06	2.500000051952611e-07	8.19387236953713e-06	0.0	0.0	-21.003704749999482	1.312234391062489	-29.65366825000005	0.7270356724639526	28.491732250000005	1.0592135732412744	-4.976623762200001	0.05426385548496068	-27.142264262200108	0.6164498451807658	3	-9.0	0.1	0	Janssen
j4	-3.7499985410249793e-07	6.858492363685317e-06	-1.8749999972556e-06	8.289739645996023e-06	-1.2499994340942063e-07	7.693218460705349e-06	-1.4999999762466132e-06	8.987575067998187e-06	1.750000002118668e-06	9.886824435154344e-06	0.0	0.0	-60.233645749999724	3.759326828844946	-43.772650625	1.153487817960526	70.65770112500002	3.6875065621569623	-6.7769569340999976	0.08839864423978272	-40.125554309100224	1.087524300175745	4	-8.9	0.1	1	Janssen
j5	-3.750005339497875e-07	7.964108732685957e-06	2.374999999616989e-06	8.764470430250162e-06	2.250000024446308e-06	8.07971502336103e-06	-8.749999952328834e-07	8.54127133842627e-06	-2.499999663996277e-07	6.956709030921222e-06	0.0	0.0	-31.098492874999646	1.65266190045213	-29.020540125000025	0.8263867396519714	39.10022100000001	1.5882958437076489	-5.2222836248999975	0.09390964916752666	-26.24109249989996	0.7718658235397619	5	-8.8	0.1	0	Janssen
j6	-1.4999998435882843e-06	9.160328183516562e-06	3.3749999947474406e-06	9.131542545050937e-06	8.749999797430519e-07	6.579739002713881e-06	1.8750000052136784e-06	8.977666531113941e-06	-4.999999411836597e-07	1.1134343964430864e-05	0.0	0.0	-14.160048000000195	0.8869220354677445	-35.34001537499998	0.7305660536812888	27.137624874999947	0.8795845180323442	-4.8156567804	0.05275216432846408	-27.1780911554	0.8315101882275594	6	-8.2	0.1	0	Janssen
j7	-1.000000002022716e-06	8.129325909105516e-06	2.4999999567398843e-07	6.734377837547603e-06	2.2499999923297766e-06	8.132533386734507e-06	-3.999999976045386e-06	8.865296525828627e-06	-1.9999998806952136e-06	8.738761059170129e-06	0.0	0.0	-28.863081375000547	1.1906577424095643	-29.661576874999977	0.5265061938462811	38.280725250000074	1.0867282735504027	-5.1568689618	0.07402615622710901	-25.40080646179989	0.7881018242647955	7	-7.8	0.1	0	Janssen
j8	-2.3749998469213556e-06	8.341555289393155e-06	-4.250000024015321e-06	9.319427195406211e-06	1.6249999912076876e-06	5.01431382518728e-06	1.2499999989756815e-06	8.877264193552079e-06	3.750000695390554e-07	8.347833627524659e-06	0.0	0.0	-13.347444749999704	0.9160644397758231	-34.309173249999965	0.4628340763675863	24.526402000000022	1.0343392431326843	-4.671207172800001	0.05474151152196942	-27.801426547799984	0.6182141094557226	8	-7.4	0.1	0	Janssen
j9	2.9558577807620175e-14	1.0353515933593046e-05	2.4999999794772516e-06	8.105340405949677e-06	1.1250000267182258e-06	8.344344645502619e-06	-2.750000000411035e-06	8.813386546712341e-06	-7.499999995275175e-07	7.2962956340051025e-06	0.0	0.0	-21.17442900000091	1.6983012317344126	-29.473649999999946	0.9856744288227632	31.314109500000026	1.7379179849846091	-5.0730961176	0.11451007865388085	-24.407065492600108	0.957649817402082	9	-7.3	0.1	0	Janssen
j10	-8.750001114776752e-07	7.792667690148151e-06	-1.5000000092157962e-06	7.859026644607636e-06	-2.874999985706949e-06	9.236184666838176e-06	2.500000117322543e-07	8.652113760817645e-06	-1.3749998990419954e-06	6.790255330719759e-06	0.0	0.0	-22.1830332499998	1.224124031901045	-21.227063000000022	0.7636887754147088	23.300795874999963	1.179516965974151	-3.426762329999999	0.08245495626407798	-23.536069080000033	0.9900469360408056	10	-6.3	0.1	0	Janssen
