0	2.01	0.11	0.19	0.22	 0.09	0.27
1	2.50	0.23	0.20	0.21	 0.17	0.23
2	2.71	0.24	0.21	0.22	 0.17	0.24
3	2.86	0.21	0.22	0.22	 0.13	0.24
4	2.98	0.24	0.23	0.22	 0.15	0.25
5	3.17	0.27	0.24	0.22	 0.19	0.24
10	4.30	0.15	0.23	0.24	 0.06	0.26
25	5.45	0.19	0.22	0.24	 0.09	0.25
50	6.78	0.23	0.22	0.24	 0.11	0.27
100	8.44	0.22	0.21	0.25	 0.10	0.27
200	10.15	0.25	0.19	0.25	 0.13	0.27
