0	3.25	0.48	0.51	0.16	 0.46	0.18
1	3.59	0.54	0.54	0.14	 0.52	0.16
2	3.76	0.56	0.54	0.14	 0.54	0.16
3	3.91	0.54	0.53	0.14	 0.51	0.16
4	4.01	0.55	0.53	0.13	 0.52	0.16
5	4.11	0.55	0.52	0.14	 0.52	0.15
10	4.60	0.51	0.48	0.15	 0.48	0.16
25	4.95	0.51	0.43	0.15	 0.47	0.16
50	5.47	0.25	0.32	0.16	 0.17	0.19
100	6.91	0.32	0.33	0.16	 0.23	0.18
200	8.66	0.34	0.34	0.16	 0.25	0.18
