0	2.82	-0.01	0.14	0.21	 -0.10	0.25
1	3.24	0.08	0.16	0.22	 -0.04	0.27
2	3.31	0.18	0.16	0.22	 0.08	0.27
3	3.30	0.18	0.17	0.21	 0.08	0.26
4	3.32	0.16	0.18	0.21	 0.07	0.26
5	3.35	0.18	0.18	0.21	 0.09	0.25
10	3.86	0.17	0.18	0.21	 0.10	0.24
25	7.00	0.17	0.14	0.23	 0.13	0.26
50	10.13	0.08	0.01	0.24	 0.08	0.29
100	8.77	0.16	0.16	0.22	 0.16	0.25
200	5.38	0.20	0.11	0.23	 0.27	0.25
