0	3.47	0.77	0.73	0.16	 0.73	0.20
1	3.51	0.79	0.75	0.13	 0.75	0.22
2	3.70	0.89	0.78	0.10	 0.87	0.14
3	3.97	0.89	0.75	0.11	 0.87	0.14
4	4.10	0.89	0.72	0.11	 0.87	0.14
5	4.26	0.88	0.70	0.12	 0.86	0.14
10	4.97	0.78	0.69	0.13	 0.77	0.17
25	9.08	0.71	0.71	0.14	 0.75	0.21
50	12.20	0.72	0.70	0.14	 0.75	0.21
100	13.43	0.32	0.57	0.23	 0.37	0.32
200	12.80	-0.30	-0.43	0.26	 -0.21	0.33
