ligname	1-4_eel_avg	1-4_eel_se	1-4_vdw_avg	1-4_vdw_se	angle_avg	angle_se	bond_avg	bond_se	dihed_avg	dihed_se	edisper_avg	edisper_se	eel_avg	eel_se	vdwaals_avg	vdwaals_se	egb_avg	egb_se	esurf_avg	esurf_se	gb_tot_avg	gb_tot_se	paper-id	expt-dg	expt-err	q	dataset
j1	-2.4999946049319985e-07	5.58026273903329e-06	-6.249999836427378e-07	8.786651584290065e-06	-1.624999993623533e-06	9.232360300659836e-06	-3.0000000165131268e-06	1.0035454728865436e-05	-6.249999501051207e-07	8.790684813800336e-06	0.0	0.0	-21.01603412500013	4.537128990836232	-39.233330750000064	1.8008352674387031	31.015045624999946	4.605497458889602	-5.275960663500001	0.24018215573732765	-34.5102860385003	1.5930642833560982	1	-9.8	0.1	1	Janssen
j2	-3.3749997942322808e-06	8.564408443473435e-06	-1.5000000147580298e-06	8.204366130412405e-06	-1.2499998831572153e-07	8.63698082703891e-06	-8.750000144175373e-07	8.328031045989427e-06	-3.74999929704245e-07	1.0642106045114587e-05	0.0	0.0	-0.9511581250003122	1.548796119994121	-40.73451450000004	0.5428341539016786	15.113774250000025	1.6279875217163808	-5.0815524924	0.049528994160778037	-31.65345711739992	0.8461776303017088	2	-9.6	0.1	0	Janssen
j3	2.1250000918371366e-06	8.51189685669555e-06	5.000000085431112e-07	9.388341691267627e-06	8.749999116730578e-07	7.096431224474803e-06	8.750000078094898e-07	8.946587599039477e-06	3.1250000647276013e-06	5.595728206380358e-06	0.0	0.0	-11.546082750000641	1.3016914401726054	-30.69141024999999	0.9257457787630432	19.52438312499995	0.8081574472465874	-4.403616272999996	0.06896701871646678	-27.116718647999825	0.7702169344892988	3	-9.0	0.1	0	Janssen
j4	-1.2500003322202243e-07	9.655621856156732e-06	-1.7499999982817367e-06	7.710152021763199e-06	2.5000005308584146e-07	9.176956151861598e-06	-2.7500000006597247e-06	8.117416202075685e-06	7.499999054516592e-07	8.444251015606258e-06	0.0	0.0	-47.76168837500035	4.565322053866184	-43.68184700000007	1.129119745168805	56.629428250000075	4.3132734330671205	-6.050643161400004	0.13762551817684932	-40.86475391140017	0.903235475805366	4	-8.9	0.1	1	Janssen
j5	-5.000004262001312e-07	7.649274104282546e-06	7.499999869509111e-07	8.009675402993677e-06	5.000001175403669e-07	8.186432234237159e-06	1.5000000066578425e-06	7.5052153824412625e-06	1.9999999427255937e-06	8.520996809275635e-06	0.0	0.0	-21.54226512499919	2.162850443545699	-30.693349249999944	1.0964184127250585	29.10529687500007	2.074791077172971	-4.714852248	0.1596101716555779	-27.84516549800006	1.257810040932427	5	-8.8	0.1	0	Janssen
j6	-1.625000165716983e-06	8.342529398798398e-06	-1.250000006152163e-06	1.1070885006447913e-05	-1.250000121899575e-07	8.354764802175304e-06	-3.749999797975079e-07	1.1414519068201684e-05	7.499999499316345e-07	8.713645714688707e-06	0.0	0.0	-10.665350375000068	0.7904216123440375	-35.191380749999986	0.6097209340551428	21.494415500000077	0.8311902961392917	-4.399831300499999	0.06320211333865874	-28.76214955049989	0.7751348952584413	6	-8.2	0.1	0	Janssen
j7	1.0000001930166037e-06	8.597800857456813e-06	1.8749999901501724e-06	8.336336074910998e-06	-7.500000556603936e-07	9.237008012559373e-06	1.5000000140474869e-06	8.300726779461176e-06	2.99999980342136e-06	6.9830300208728335e-06	0.0	0.0	-26.62474950000029	1.3165804655622273	-30.21846112499999	0.5084409250716433	32.727610000000055	1.3028646464577749	-4.6173701241000025	0.0804693916854959	-28.732964124100214	0.5659446850752987	7	-7.8	0.1	0	Janssen
j8	-4.250000276897482e-06	8.879435065931428e-06	4.999999790555876e-07	9.215825326839336e-06	1.7499999471226604e-06	1.0127629403589631e-05	2.24999998806652e-06	1.0557848720477347e-05	-1.3750000414347596e-06	8.825847554937808e-06	0.0	0.0	-10.645266000000227	0.8406404909017026	-34.282254750000035	0.7112741255053396	20.045048999999985	0.6803059021199738	-4.289783850000003	0.071880594778026	-29.17225672500027	0.8760793298503725	8	-7.4	0.1	0	Janssen
j9	-6.250000672025636e-07	9.218070481736032e-06	-3.0000000391083862e-06	7.882088501435112e-06	1.6249999772810497e-06	1.062023255060723e-05	4.000000001553872e-06	1.0795363434506237e-05	3.875000003148444e-06	7.713026857638884e-06	0.0	0.0	-13.445031375000465	1.2900911301908389	-31.22062112499998	0.8441660835986735	22.31661600000003	1.3865599523136278	-4.677662893499998	0.1234438301875532	-27.02669351850023	0.7765780152550632	9	-7.3	0.1	0	Janssen
j10	-3.3750000409327184e-06	7.757648072952896e-06	4.999999732291371e-07	9.53602627588384e-06	6.250000191698746e-07	8.87523883544285e-06	-1.1249999656470777e-06	8.09412154415227e-06	-6.250001211327571e-07	9.112310903174311e-06	0.0	0.0	-16.331331000000578	2.18150062950352	-22.55667337500001	1.740707977778312	16.674007000000113	2.211832047528457	-3.254512974300001	0.16445635980054468	-25.46851434930016	2.158503609911808	10	-6.3	0.1	0	Janssen
j11	2.375000003667083e-06	8.894217597230305e-06	-3.87499998222296e-06	1.132260071666551e-05	-3.7500002065371523e-07	9.972748363015765e-06	-9.999999909737767e-07	8.339883609485803e-06	8.750001546076191e-07	8.45275509275058e-06	0.0	0.0	-14.222277374999852	0.9538357079733566	-26.299764874999987	0.6862112475102072	20.776734500000067	0.9209841148239828	-4.171520517300001	0.08664413399683922	-23.916830267300078	0.9351991168029448	11a	-5.6	0.1	0	Janssen
j12	-2.4999998072416933e-06	7.454023983057336e-06	2.750000007374353e-06	7.094631706863553e-06	-2.3749998980804317e-06	1.0044968456537393e-05	-7.499999919957645e-07	8.61901455723819e-06	3.7500003976731475e-07	9.779796795393224e-06	0.0	0.0	-11.956876124999885	0.5849541421557757	-24.07945400000005	0.5378649232800907	17.428653000000153	0.7920908229454268	-3.7928105163000008	0.0769149179648236	-22.40049014130008	0.5036129252733962	11b	-5.6	0.1	0	Janssen
g1	-4.999999191568349e-07	1.0364145100325058e-05	1.2499999812121133e-06	8.967251502998558e-06	3.7500002477486303e-07	1.0109131332762764e-05	2.9999999973284734e-06	9.286964934495622e-06	-1.2499988557124198e-07	6.212847802800807e-06	0.0	0.0	-13.39583549999936	0.8230296298875535	-38.69768300000001	1.0635288197313155	24.58028437500009	0.8844895678026632	-5.254152517799998	0.1472287515377924	-32.76738264280019	1.2703038781130829	THQ1	-9.607999999999999	0.1	0	THQ
g2	4.411049303598702e-13	8.388102413961612e-06	4.99999988008426e-07	4.972967060931375e-06	-8.750000642976373e-07	9.150341922064623e-06	-7.49999972953219e-07	9.251682600988955e-06	2.6249999660876712e-06	1.1683399830800972e-05	0.0	0.0	-11.879054625000274	0.6012544343203065	-31.015968499999925	0.3772046011663456	20.3019243750001	0.5636069761593879	-4.4335960496999975	0.046109501391400215	-27.026693299699854	0.4895306250969045	THQ2	-7.6864	0.1	0	THQ
g3	-1.6250001181106199e-06	9.557422199830664e-06	-1.1250000279972028e-06	9.179693103690687e-06	3.749999208935151e-07	8.262452693075174e-06	-3.749999690683126e-07	6.08040318517108e-06	-4.2499999287315406e-06	7.062981163871498e-06	0.0	0.0	-12.894760874999724	0.7385227426044126	-36.74087749999994	0.9790595985042836	23.48150600000001	0.7629309825595776	-5.075731175400003	0.08053957755417564	-31.229870550399923	1.0607823535179457	THQ3	-9.33348	0.1	0	THQ
g4	-2.000000276893843e-06	9.184694028807938e-06	-5.000000047061804e-07	7.328868294466327e-06	1.2499996955739335e-07	7.719928478882359e-06	-1.374999976633262e-06	7.344758820315325e-06	3.0000001022756353e-06	8.261828817703397e-06	0.0	0.0	-14.274438375000225	1.0243012368183826	-37.061159125000025	0.6593867389380463	25.933927874999977	1.0022508921525568	-5.0487970427999995	0.07602938947252587	-30.450467417800105	0.8213770209136525	THQ4	-9.33348	0.127	0	THQ
g5	1.9999997766717568e-06	9.221721778598996e-06	-1.250000009633823e-06	9.174129140842043e-06	-2.2500000358149917e-06	8.907924928270905e-06	-7.500000005933316e-07	9.721796932898296e-06	2.375000184002829e-06	8.73193926050528e-06	0.0	0.0	-14.147460874999863	0.9129758559539012	-38.73754912499994	0.45388186682590204	26.480905124999968	1.0296430766383238	-5.182497185399999	0.06570362258468397	-31.586601935400015	0.5430841992902369	THQ5	-10.8433	0.1	0	THQ
g6	3.000000037900463e-06	7.616140728791347e-06	3.4999999674312227e-06	8.809756266464501e-06	5.000000743393684e-07	1.1546071498769881e-05	-1.250000186558964e-07	8.630182519601736e-06	-3.75000099808176e-07	7.97122704186501e-06	0.0	0.0	-11.902654624999476	0.7847946986789109	-38.08217137500005	0.9904865039850148	25.105064125000066	0.9739836748951294	-5.315619104100002	0.10330459489733887	-30.19537447909996	0.8056017521594474	THQ6	-7.6864	0.1	0	THQ
g7	6.249999341889633e-07	9.020707097097004e-06	5.000000105326307e-07	8.905083808243193e-06	2.0000000461095627e-06	7.89833948825035e-06	-1.0729195309977513e-14	1.0880857133280157e-05	6.249999516683147e-07	8.387424089940475e-06	0.0	0.0	-20.04297612499988	2.9087882916988	-39.55328412500005	1.4495141473213042	32.486564500000036	3.0374823188532436	-5.200314587099999	0.16369647434802426	-32.310006587100055	1.4383453756668447	THQ7	-7.96091	0.1	0	THQ
g8	-2.12500007592098e-06	7.887457219686646e-06	7.49999993132633e-07	9.150427050593027e-06	1.6249998728312676e-06	7.199140720222602e-06	5.000000332699983e-07	8.555698404483584e-06	2.6249999818617198e-06	7.833263134782333e-06	0.0	0.0	-14.002896374999725	0.8402843032994226	-39.182103124999976	1.2595106415735706	26.18992975000007	0.9587515944224748	-5.427219597300001	0.16279278650712398	-32.42228597230002	1.537481621581703	THQ8	-8.921710000000001	0.1	0	THQ
