0	3.98	0.75	0.67	0.18	 0.72	0.19
1	3.76	0.72	0.72	0.12	 0.68	0.20
2	3.74	0.82	0.77	0.09	 0.80	0.16
3	3.98	0.88	0.78	0.09	 0.87	0.11
4	4.11	0.88	0.78	0.08	 0.87	0.11
5	4.24	0.90	0.78	0.08	 0.90	0.09
10	5.12	0.87	0.78	0.08	 0.88	0.11
25	6.59	0.84	0.76	0.10	 0.84	0.13
50	6.76	0.84	0.78	0.09	 0.84	0.13
100	5.80	0.59	0.66	0.15	 0.57	0.26
200	5.18	-0.49	-0.53	0.21	 -0.43	0.29
