ligname	1-4_eel_avg	1-4_eel_se	1-4_vdw_avg	1-4_vdw_se	angle_avg	angle_se	bond_avg	bond_se	dihed_avg	dihed_se	ecavity_avg	ecavity_se	edisper_avg	edisper_se	eel_avg	eel_se	epb_avg	epb_se	vdwaals_avg	vdwaals_se	pb_tot_avg	pb_tot_se	paper-id	expt-dg	expt-err	q	dataset
j1	1.2499999115789249e-06	8.975922586402727e-06	1.374999998944304e-06	7.952904819891962e-06	6.250000237173481e-07	6.896950133866567e-06	2.624999993301458e-06	1.007818509958173e-05	-1.125000057129455e-06	6.601134302985136e-06	-4.6225597500000015	0.1693859842434953	0.0	0.0	-19.745506500000133	5.006128779570791	32.65512149999989	5.308403606406512	-39.358523500000025	2.0404230387546733	-31.071463499999915	1.2714641359436842	1	-9.8	0.1	1	Janssen
j2	1.750000408264896e-06	7.919129135328493e-06	4.6249999798675386e-06	9.155524343029468e-06	2.500000084637577e-07	8.049059893823664e-06	1.8750000112532916e-06	6.5528653092906e-06	4.2499999570111416e-06	8.246694275540313e-06	-4.410230875000004	0.033504276673306216	0.0	0.0	-1.075838000000449	1.7114033081162456	19.10910474999995	2.455000721532582	-40.47193724999994	0.4173493309549336	-26.848888624999965	0.9327230507456006	2	-9.6	0.1	0	Janssen
j3	1.2499976037361196e-07	7.981939939673375e-06	-8.750000222335076e-07	7.626955045427831e-06	-6.250000043905857e-07	1.0069972001278588e-05	3.453237695794088e-14	7.290432638428974e-06	8.750000043278307e-07	8.633856870717822e-06	-3.520741500000001	0.0410140921278332	0.0	0.0	-11.53005612500025	1.0437791748073315	22.918677000000066	0.9739421693071604	-30.53195725000002	0.7141362251197723	-22.664078375000265	0.9014266674404744	3	-9.0	0.1	0	Janssen
j4	-6.250001706575858e-07	8.46626709179042e-06	-1.4999999885390024e-06	1.0242724352588904e-05	-3.2500000440904843e-06	7.52606213922506e-06	8.74999972424462e-07	1.047307019502072e-05	-2.4999996099950296e-07	9.84297461239102e-06	-4.921887000000001	0.08516388672755043	0.0	0.0	-49.67857600000041	3.718274228478197	61.31103725000002	3.5189726462365387	-43.72558849999994	1.1662636571860878	-37.01501900000001	1.3313055032774983	4	-8.9	0.1	1	Janssen
j5	-3.7499997006307246e-07	8.451060581524397e-06	-1.7500000104320184e-06	9.691424948764219e-06	-3.749999788738023e-07	6.514776311211578e-06	6.249999986351895e-07	7.810916356206472e-06	1.1250000661533475e-06	9.428785462890835e-06	-3.5881507500000054	0.06351554534408609	0.0	0.0	-20.50112549999972	1.8284067521232672	32.32724349999996	1.7847866498580822	-30.46643387500012	0.6632418338201396	-22.22846737500021	1.1654358608350512	5	-8.8	0.1	0	Janssen
j6	-2.499999837368705e-07	8.321948117540237e-06	-3.1249999923232965e-06	1.0097983664179517e-05	3.2500000189372717e-06	9.706427442095387e-06	-1.0000000182230905e-06	7.7969896798243e-06	2.8749998928390137e-06	7.158792040652562e-06	-3.683417624999999	0.03511924675977781	0.0	0.0	-11.065714000000415	0.7162377747568269	25.927572125	0.9914671585773632	-34.999055875	0.7082037575925632	-23.82061362500011	0.5687015516218774	6	-8.2	0.1	0	Janssen
j7	1.2500038792495616e-07	7.102061117978434e-06	-2.7499999964675227e-06	8.666016022578761e-06	2.250000042920419e-06	9.628980646680416e-06	1.5000000202292083e-06	8.810040839693701e-06	-1.3749999786227815e-06	9.773404318728567e-06	-3.919949500000005	0.0464033022433322	0.0	0.0	-26.002538250000228	1.1572582549899748	37.288947249999964	1.0580538453874246	-30.31945799999999	0.4885923241340356	-22.952998750000056	0.7511501612842328	7	-7.8	0.1	0	Janssen
j8	1.5000004955822988e-06	1.2337670899291424e-05	2.3749999843403197e-06	8.014896011910216e-06	1.5000000341558462e-06	6.252396663343271e-06	-3.499999982636837e-06	8.627701724345314e-06	1.875000023687789e-06	1.0136279388979036e-05	-3.5518721250000027	0.030832277293271013	0.0	0.0	-10.724191875000145	0.8430632574560312	24.796422374999953	1.0285496992172314	-33.76831937500002	0.3832448160479109	-23.24795725000011	0.4659070279750388	8	-7.4	0.1	0	Janssen
j9	5.00000232932507e-07	8.8624827925161e-06	-2.3749999838784674e-06	8.533530110521793e-06	-2.499999840210876e-07	7.742604457413196e-06	6.249999854546217e-07	8.373240855755797e-06	1.4999999872600257e-06	7.557722275388838e-06	-3.700808124999999	0.04916877530891231	0.0	0.0	-14.199274375000243	1.7075690798799166	26.41466475000001	1.6062288806247378	-30.68732812500004	0.996799363447725	-22.17274587499995	0.8113572409983048	9	-7.3	0.1	0	Janssen
j10	2.7499996281221683e-06	8.474161893318203e-06	-2.0000000129272164e-06	8.374590431543853e-06	-4.999999905308527e-07	6.652144650380377e-06	1.2500000092430242e-06	7.556553217223627e-06	-7.49999981977112e-07	9.420392007408591e-06	-2.434264125000001	0.06270589416998283	0.0	0.0	-18.25490324999953	1.0339937695568762	21.652803999999925	1.0391713650747159	-20.701630500000032	0.7430887098944163	-19.73799312500009	0.6819747699244895	10	-6.3	0.1	0	Janssen
