0	4.02	0.74	0.72	0.16	 0.70	0.21
1	3.98	0.78	0.75	0.14	 0.76	0.17
2	3.90	0.80	0.79	0.12	 0.78	0.16
3	4.03	0.79	0.77	0.12	 0.78	0.17
4	4.12	0.79	0.76	0.12	 0.78	0.17
5	4.19	0.82	0.74	0.12	 0.81	0.16
10	4.89	0.75	0.74	0.13	 0.75	0.18
25	9.58	0.71	0.73	0.14	 0.73	0.21
50	12.26	0.73	0.72	0.15	 0.75	0.19
100	14.29	0.57	0.63	0.20	 0.62	0.24
200	11.70	-0.28	-0.33	0.29	 -0.19	0.35
