1-4_eel_avg	1-4_eel_se	1-4_vdw_avg	1-4_vdw_se	angle_avg	angle_se	bond_avg	bond_se	dihed_avg	dihed_se	edisper_avg	edisper_se	eel_avg	eel_se	vdwaals_avg	vdwaals_se	egb_avg	egb_se	esurf_avg	esurf_se	gb_tot_avg	gb_tot_se	ligname	paper-id	expt-dg	expt-err	q	dataset
4.744383624998561	2.8489517056370097	0.11772237500001025	0.3895847773857309	0.5897736250000492	1.362077508875075	1.5450848750000272	0.7442879503205069	1.6041058750001866	1.1490918249903566	0.0	0.0	-16.890959750000757	4.537308010425386	-38.98679300000008	1.1847189496401622	21.487975250000034	3.3343915019292143	-4.908458402999994	0.1718635612706829	-30.697165527999932	1.9344392257269507	j1	1	-9.8	0.1	1	Janssen
-2.3337381249994564	2.643336798718232	-0.45675724999999895	0.4626597966344104	1.9871789999999765	1.3699395992987875	0.7597398750000846	0.6977744547892091	0.3356413750003995	1.097211314934646	0.0	0.0	-7.098097999999823	4.237769167058252	-41.734259749999794	0.9644718189615492	22.21965562500024	3.587581643689545	-5.0427034523999925	0.16838663022095954	-31.363340702399768	2.0752140725530355	j2	2	-9.6	0.1	0	Janssen
1.0059936249990642	2.8542495253323428	0.1928666250000397	0.39950389136679576	1.2858741250000136	1.2681072342748183	-0.3499857500000054	0.6623594111346184	2.5023300000004483	1.0803632315909606	0.0	0.0	-9.665196749999893	4.295264458544003	-32.433958749999945	1.1762966825677426	17.820276500000386	3.4012333297378428	-4.306091282100006	0.18607665575835367	-23.94789165709977	1.7118012519666244	j3	3	-9.0	0.1	0	Janssen
-3.136422625000705	2.682321596911438	0.05243412500000488	0.4704477668594336	1.3394527500000208	1.415996491294108	0.17114012500007192	0.8228968869241265	0.7371631250000732	1.1951912365604913	0.0	0.0	-28.3055344999994	4.415720802927448	-42.942621374999966	1.1846816612514215	41.447398625000254	3.473221660147709	-5.6272321467	0.1908398447681673	-36.264221896699844	1.8888846825335404	j4	4	-8.9	0.1	1	Janssen
0.34166249999873344	2.120149208016384	-0.08927637499995278	0.4508883802447031	1.9391115000000312	1.247894605173948	-0.15119237499995464	0.7334467825743177	1.1637131250001111	1.0909385303998074	0.0	0.0	-10.173244624999967	4.449006758000978	-31.591792749999954	0.9506286226154392	20.28158037500017	3.590779553290373	-4.484746406700003	0.1688277257897067	-22.764185031699697	1.9348825859550096	j5	5	-8.8	0.1	0	Janssen
-0.3235027500001255	2.582687778813073	0.2311201250000128	0.3861357715187224	-1.5522719999999808	1.3202001411780964	1.0608552500000543	0.7135317529617876	1.7259636249999275	0.9939788093962632	0.0	0.0	-7.794698124999182	4.336261376088944	-33.47492212499989	1.347709172439726	17.180224500000207	3.7229418976669066	-4.000299354900006	0.1909269598309801	-26.947530854899806	2.1924908866258246	j6	6	-8.2	0.1	0	Janssen
0.27428099999917777	2.411636465249916	-0.16984199999991745	0.4377184708553132	0.32078224999999705	1.4370937947914475	-0.8280297500000202	0.7028525283836663	1.5813346250001672	1.0259322569470013	0.0	0.0	-28.282662000000673	4.363456469904071	-30.49626550000004	1.2034303426849011	30.795245500000192	3.319819124891964	-4.5682507421999965	0.16240775935707905	-31.37340661719998	1.8427485183055292	j7	7	-7.8	0.1	0	Janssen
4.307829374998992	2.8082833818589505	-0.27829524999996025	0.4236937852918467	0.6428886250000581	1.394413750966238	-0.6126959999999588	0.7535484900791833	2.2432847500004383	1.0874736152196574	0.0	0.0	-17.336100375000772	4.483891396165959	-33.261016875	0.9199619716605978	19.590865500000177	3.1124812652836185	-4.201839279	0.1516210018141505	-28.90507952899989	1.8964833770571672	j8	8	-7.4	0.1	0	Janssen
4.569391999999766	3.0461516143162037	-0.18711150000001894	0.4766071920867794	0.7281576250000477	1.2951294744771815	0.7747633750000569	0.7676079856994883	1.9108511249998938	0.9730981356535444	0.0	0.0	-17.47211537500128	4.833199632454021	-30.149652874999703	1.026819765469715	20.252215125000202	3.448639939274942	-4.351166844299998	0.162136298962492	-23.92466734430005	2.029299068049203	j9	9	-7.3	0.1	0	Janssen
0.5964582500000972	2.610146474116001	0.27966237499998403	0.5247635695051825	0.4475760000000104	1.238650881861822	1.052054750000014	0.7724677399517743	3.217007750000185	1.0616359943765916	0.0	0.0	-19.288629375000607	4.639748984660106	-20.389412624999853	1.186051323940832	16.873787625000222	3.6709467145696624	-2.971030638599996	0.17580734730389908	-20.182525888599717	1.6802451057264016	j10	10	-6.3	0.1	0	Janssen
4.812827874999044	2.670574670343107	0.03326474999991191	0.4298315199010356	1.5358978750001384	1.298437613146744	1.5903065000000227	0.7384595323762111	2.167778000000064	1.0056434655635973	0.0	0.0	-19.337988500000733	4.862569029607399	-25.225065874999924	1.216439164166706	20.1382242500002	3.816164907447284	-3.9800811302999985	0.19067473507471144	-18.264836255299823	1.9050163309952608	j11	11a	-5.6	0.1	0	Janssen
-0.21169337500089114	2.7737974023905974	0.03839150000000125	0.435341139521601	0.03606712500006637	1.3890899652032611	0.7613252500000591	0.7662106179531544	1.3766347500004237	1.204926750509987	0.0	0.0	-11.18169850000021	4.470910608361512	-22.65395712500005	1.078555989836651	16.336796750000254	3.261333405174092	-3.608389581299995	0.16697464044689214	-19.106523206299684	2.2671959074167582	j12	11b	-5.6	0.1	0	Janssen
