0	1.92	0.21	0.19	0.21	 0.16	0.25
1	2.57	0.21	0.20	0.22	 0.11	0.26
2	2.76	0.26	0.20	0.23	 0.17	0.25
3	2.76	0.25	0.19	0.22	 0.17	0.25
4	2.72	0.24	0.20	0.23	 0.15	0.25
5	2.69	0.23	0.20	0.23	 0.14	0.25
10	2.94	0.30	0.19	0.23	 0.25	0.24
25	3.67	0.23	0.19	0.23	 0.25	0.24
50	4.48	0.25	0.17	0.23	 0.27	0.25
100	3.98	0.26	0.20	0.22	 0.28	0.24
200	3.51	0.27	0.23	0.22	 0.34	0.25
