0	2.90	0.56	0.56	0.15	 0.54	0.15
1	3.28	0.54	0.54	0.14	 0.51	0.16
2	3.29	0.59	0.55	0.14	 0.56	0.15
3	3.28	0.58	0.53	0.14	 0.54	0.15
4	3.22	0.58	0.51	0.14	 0.55	0.15
5	3.16	0.57	0.50	0.14	 0.54	0.15
10	3.01	0.51	0.42	0.13	 0.48	0.14
25	3.93	0.28	0.29	0.12	 0.26	0.15
50	5.35	0.13	0.22	0.13	 0.13	0.17
100	6.21	-0.04	0.07	0.16	 -0.04	0.19
200	7.62	-0.10	-0.08	0.18	 -0.08	0.20
