0	3.38	0.81	0.73	0.14	 0.77	0.20
1	2.75	0.82	0.73	0.13	 0.78	0.18
2	2.66	0.94	0.75	0.12	 0.92	0.08
3	2.80	0.87	0.72	0.12	 0.86	0.12
4	2.87	0.86	0.70	0.12	 0.84	0.14
5	2.90	0.86	0.67	0.12	 0.84	0.14
10	3.07	0.58	0.59	0.15	 0.58	0.23
25	3.86	0.47	0.56	0.19	 0.49	0.25
50	5.44	0.30	0.53	0.23	 0.34	0.30
100	5.69	0.22	0.39	0.27	 0.25	0.32
200	5.61	0.12	0.17	0.29	 0.16	0.33
