ligname	1-4_eel_avg	1-4_eel_se	1-4_vdw_avg	1-4_vdw_se	angle_avg	angle_se	bond_avg	bond_se	dihed_avg	dihed_se	ecavity_avg	ecavity_se	edisper_avg	edisper_se	eel_avg	eel_se	epb_avg	epb_se	vdwaals_avg	vdwaals_se	pb_tot_avg	pb_tot_se	paper-id	expt-dg	expt-err	q	dataset
j1	9.999998530929589e-07	8.784882038609066e-06	1.5000000243503562e-06	9.435275429972392e-06	-5.000000516020009e-07	6.813675164357837e-06	1.4999999942943986e-06	8.529830341599498e-06	-1.499999984559963e-06	8.839819179198477e-06	-6.383089124999999	0.04990625164525714	0.0	0.0	-78.75322524999919	4.473112605594106	104.88961549999992	4.663156260614473	-46.66829199999998	2.227110932506004	-26.91498887499973	2.293202717711688	1	-9.8	0.1	1	Janssen
j2	-2.4999998936436897e-06	8.200241475846762e-06	1.2500000288184767e-07	8.03023860264895e-06	-3.000000016015747e-06	9.334838133918506e-06	-2.500000012872761e-07	7.745548333149085e-06	3.37499999190527e-06	9.126424984081484e-06	-5.102815250000001	0.0525695165304392	0.0	0.0	-15.21812587499918	1.3031924276248734	51.690595374999994	1.9735639714825288	-49.45174250000004	0.7342126173130309	-18.082090499999968	1.1709143284121766	2	-9.6	0.1	0	Janssen
j3	-2.750000444393663e-06	9.40763240222104e-06	6.249999991325694e-07	8.186928559341327e-06	-2.500000417171577e-07	9.675751310234093e-06	9.805489753489382e-15	8.244825578452716e-06	-1.6249999296746863e-06	8.206267311518057e-06	-4.047268250000003	0.019967972151287924	0.0	0.0	-41.39510825000021	1.366298249216328	64.28005437500013	1.0471927370951533	-36.375296749999954	0.8992314152889469	-17.53762287499993	1.069124427475882	3	-9.0	0.1	0	Janssen
j4	-3.749996949409251e-07	8.971075410128594e-06	-1.5000000017550976e-06	7.2956474698770435e-06	1.8749999381384442e-06	8.88886585370522e-06	-1.62499999191823e-06	8.942232696547208e-06	-1.6250001129947122e-06	8.655123213957711e-06	-6.234922375	0.046648101020697545	0.0	0.0	-89.66923274999998	3.6705564747510118	119.65671037500007	3.799422856106508	-52.361089999999926	1.2178032954387257	-28.608538000000127	1.1827495835949882	4	-8.9	0.1	1	Janssen
j5	-1.7500005174042599e-06	8.543675003832647e-06	1.2500003208515408e-07	8.593599176628198e-06	-4.999999723054316e-07	6.824100419340956e-06	6.249999941587703e-07	8.818648323237022e-06	9.999999826248995e-07	7.843792076095281e-06	-3.6834501249999976	0.019048477855378387	0.0	0.0	-41.5624771249996	1.3712298269104968	63.36678700000018	1.1860450098294728	-34.29964974999998	1.1828821204488271	-16.178790500000133	1.5082625221148462	5	-8.8	0.1	0	Janssen
j6	-2.4999998694141826e-06	7.762361711772121e-06	1.0000000183651993e-06	6.230055529491392e-06	-3.7500004964385884e-07	8.681614900221646e-06	-3.7499999869794467e-07	9.404536875857307e-06	-2.750000092248683e-06	1.0903298586936123e-05	-3.821235375000002	0.01949528625598501	0.0	0.0	-17.81619200000008	0.8809940273739053	47.458276249999926	0.7747955248966287	-41.57595000000001	0.5673736685862901	-15.755106124999795	0.8103352664359091	6	-8.2	0.1	0	Janssen
j7	2.499999527572072e-07	9.429635797477652e-06	2.875000030826413e-06	6.236833503104989e-06	1.8750000678835479e-06	7.662328735687186e-06	-2.000000029056537e-06	8.283822794532751e-06	1.3750001092205367e-06	7.860144645921794e-06	-4.642450374999999	0.02634692681006773	0.0	0.0	-44.26477624999971	1.6534323842026415	74.56195587499985	1.612643959057818	-37.605063749999964	0.6158059299050909	-11.950330124999823	1.1884286309311825	7	-7.8	0.1	0	Janssen
j8	-1.6328272067767105e-13	8.69797910986413e-06	-1.624999980123221e-06	8.47374040174964e-06	2.8750000500110677e-06	8.529783428404309e-06	3.1249999920390793e-06	8.922493474781917e-06	3.7499998590817536e-06	8.054085189434408e-06	-3.6608079999999976	0.019903816817433424	0.0	0.0	-17.323454375000196	1.2339065409872674	45.4301226250001	1.0931402459127808	-40.77075387500003	0.6035908298021719	-16.324885499999954	0.9750153960176156	8	-7.4	0.1	0	Janssen
j9	2.1249999042538546e-06	7.443200264293883e-06	-1.750000032458843e-06	6.788712820637181e-06	5.000000085715328e-06	9.059758026324879e-06	-3.750000004387744e-07	7.455117808481596e-06	-1.749999958207127e-06	1.161443411408096e-05	-3.630313625000001	0.026399332859112515	0.0	0.0	-26.573052249999954	1.609456594698217	48.58323062500008	1.5729561328331845	-35.085855250000066	0.7398369832598729	-16.705987250000124	1.261654830518267	9	-7.3	0.1	0	Janssen
j10	-4.999999538313205e-07	1.1713412273082394e-05	-8.750000083068699e-07	7.927606160079869e-06	-1.2499999519732796e-06	7.548367904019922e-06	-1.2499997161796728e-07	7.5256522794352005e-06	-2.4999998021968395e-07	8.190140679086948e-06	-2.524529249999998	0.014663778863938768	0.0	0.0	-19.054430125000955	2.441204883596924	32.349544124999944	2.482552930615729	-26.704985750000066	1.2250836561223806	-15.9344039999998	1.4001196484444167	10	-6.3	0.1	0	Janssen
j11	-7.500005403926479e-07	9.706906566136991e-06	5.115907697472721e-15	1.0144967756219777e-05	-6.250000397756139e-07	8.397391194702045e-06	-1.249999906605126e-07	7.266494089348175e-06	1.3749999018131122e-06	9.915398479674934e-06	-2.847555125	0.018318266625135388	0.0	0.0	-20.993860500000526	1.0917671346790387	38.039191875000206	1.154087275912718	-29.95352750000001	0.6505173945155062	-15.755751375000234	1.220478157601258	11a	-5.6	0.1	0	Janssen
j12	-4.124999901478077e-06	1.0640037608467267e-05	7.499999970050908e-07	1.154671921506785e-05	2.5000003986974664e-07	8.471546000322136e-06	-1.250000002386287e-06	8.731607978190748e-06	1.625000076117544e-06	6.500841224373989e-06	-2.875683125000003	0.01564323897614459	0.0	0.0	-17.354472624999126	1.0914512906265588	35.885794749999945	1.3391205925569114	-28.130150250000053	0.536415974265567	-12.474514000000044	0.8912053516422487	11b	-5.6	0.1	0	Janssen
g1	5.00000039664883e-07	9.088655956849077e-06	-6.250000036800429e-07	8.329772480931873e-06	-3.3749999958843087e-06	9.265432813448367e-06	-5.000000149379957e-07	7.739904036758803e-06	-4.999999835320068e-07	8.779195531154963e-06	-5.0216660000000015	0.02770817182217463	0.0	0.0	-26.442318749999966	1.2693470728639324	59.98055712499981	1.199111207634883	-46.67925387499999	0.9457694021365822	-18.162685999999987	1.4817547135110265	THQ1	-9.607999999999999	0.1	0	THQ
g2	7.500003493987606e-07	9.290140716565867e-06	-3.749999936530912e-07	7.616856742018652e-06	-5.82645043323282e-14	8.618502660529527e-06	-1.1250000133955495e-06	7.581625736646282e-06	1.8750000810996429e-06	9.176527809352761e-06	-3.732666624999996	0.018091663902631318	0.0	0.0	-21.43543049999982	1.1750808902776917	45.856014374999894	1.0901757607842764	-37.331862875000034	0.4827820033040518	-16.64394449999996	0.8926408746414107	THQ2	-7.6864	0.1	0	THQ
g3	1.99999985852628e-06	7.501433766173227e-06	9.99999974169441e-07	8.699500823393285e-06	-2.499999041560841e-07	7.757487363158003e-06	-1.500000009428959e-06	9.559581601296957e-06	2.500000391592039e-07	9.187321188070554e-06	-4.650247249999995	0.020311536382611274	0.0	0.0	-24.655076375000423	1.0869014267028174	55.76895875000002	0.9599672320836456	-44.41952825000004	0.9572279599649014	-17.955891624999875	0.9940115554487068	THQ3	-9.33348	0.1	0	THQ
g4	3.7499999734791343e-07	7.683011860882985e-06	-1.0000000034438015e-06	9.345263835006767e-06	-1.500000067835572e-06	8.144673066799383e-06	1.6249999985973318e-06	1.0269618695659537e-05	-8.750000144175373e-07	1.0966560426564296e-05	-4.552678749999998	0.02040465799542069	0.0	0.0	-29.3854132499997	1.1650704518772028	59.943729874999924	1.1609572114077995	-44.02027300000003	0.5582043825570411	-18.014636500000147	0.8506446909221849	THQ4	-9.33348	0.127	0	THQ
g5	8.749999165047483e-07	8.10940680929137e-06	-3.1249999977944754e-06	8.254864286107268e-06	-1.24999999911779e-06	6.312086654166925e-06	-4.999999929111711e-07	9.699020306432356e-06	1.1250000282814198e-06	7.793926827425703e-06	-4.873213125000004	0.016959419682049188	0.0	0.0	-30.39530950000052	0.8362556961011761	62.32231737500011	0.9429723494036802	-46.41013337499995	0.5876414428218801	-19.356341500000067	0.7231412850992753	THQ5	-10.8433	0.1	0	THQ
g6	-4.1250001277148836e-06	7.728859077070616e-06	-1.2499999873227807e-06	9.030674347567683e-06	-2.7499999619351457e-06	1.013641937703432e-05	3.0000000386820597e-06	8.447879536491087e-06	-1.8750000027978333e-06	5.5209655530520375e-06	-5.225679624999999	0.021236595958413124	0.0	0.0	-25.289313000000558	0.9251767650213736	62.191000375000016	0.9293894651361464	-46.81199512500002	1.056875645399425	-15.13599437499995	1.0696120002551015	THQ6	-7.6864	0.1	0	THQ
g7	9.999995927501006e-07	8.517260048020723e-06	-4.7890580390230754e-14	7.749857750372174e-06	-1.249999425567694e-07	1.0625245545766826e-05	3.999999994093173e-06	9.163057639516897e-06	-2.875000077580125e-06	7.998907538776346e-06	-4.594808625	0.04073533842465543	0.0	0.0	-32.11546712499937	1.838950776161756	64.38090650000001	1.4329101810868972	-47.11165037499998	1.4007876807933846	-19.44101762500028	1.9754571466243345	THQ7	-7.96091	0.1	0	THQ
g8	1.000000384010491e-06	9.143522971244434e-06	-2.1249999845451838e-06	6.302047510314063e-06	-2.500000056215868e-07	9.483795417674874e-06	3.1250000198212996e-06	8.479171580497e-06	-4.999999308097358e-07	8.685764299364566e-06	-5.245925874999997	0.02785039731114507	0.0	0.0	-25.496064500000266	1.402020008031511	60.260259374999954	1.0367782632128215	-47.22592775000001	1.2241324551724035	-17.707657500000035	1.3005776127330648	THQ8	-8.921710000000001	0.1	0	THQ
g9	-7.499994535464794e-07	8.805248331856822e-06	6.24999999558895e-07	8.007245530011212e-06	2.750000014799525e-06	8.261895428334339e-06	1.7499999892578445e-06	8.105589368997319e-06	-1.2499988969238984e-07	9.219333844669575e-06	-5.406811000000002	0.029885780833565436	0.0	0.0	-22.852441374999966	1.760124670892029	58.673142625	1.03291470482465	-48.62103750000002	0.9272660784058324	-18.207143	1.235341236608397	THQ9	-5.90206	0.1	0	THQ
g10	-1.3750000039181031e-06	8.8819294388878e-06	1.124999976127583e-06	9.139702453184767e-06	-3.3749999832366482e-06	7.0742367400323e-06	-3.749999962892048e-06	7.4538965493334735e-06	7.500000570814791e-07	7.364672993721892e-06	-5.9769498750000025	0.024604623368229682	0.0	0.0	-50.586561000000884	2.6820850883093703	80.41772862499988	2.8409730952418832	-48.81514375000002	0.8087211386842671	-24.960932625000137	1.0335824535844922	THQ10	-10.4315	0.14	1	THQ
g11	7.49999883282726e-07	6.8000767009653746e-06	1.4999999785914043e-06	6.917525267888914e-06	2.5000000432839903e-06	7.763352114467153e-06	1.6250000120265898e-06	8.007579299564273e-06	-7.500000165805431e-07	8.394950701826365e-06	-6.11039475	0.025589142016650458	0.0	0.0	-50.62631562499977	3.6925896806127696	80.27280762499998	3.688142747668282	-51.17189900000002	0.806479117665136	-27.635796124999857	1.1550101639518868	THQ11	-9.33348	0.41	1	THQ
g12	-2.750000140849806e-06	9.418862826044824e-06	-3.624999993405709e-06	9.221657841063163e-06	-6.250001143826011e-07	9.722390433890408e-06	3.125000013781687e-06	8.569178216320023e-06	-1.2500000443083082e-06	1.1570479806275768e-05	-6.333430500000002	0.027150780984128348	0.0	0.0	-50.80761050000071	4.955408871620344	80.8074387499999	4.644057811913755	-52.14545862500004	1.0877883003157758	-28.479066000000053	1.5415514835205644	THQ12	-7.5491399999999995	0.1	1	THQ
g13	-2.0463630789890888e-13	9.094675839658251e-06	-1.999999965960342e-06	7.852307588303447e-06	-2.5000005379638426e-07	7.849094176981267e-06	-6.249999923824135e-07	9.352177204519976e-06	2.5000013195608514e-07	8.221425622786118e-06	-5.192583500000005	0.03229998247382131	0.0	0.0	-124.81197937499935	6.652342425921224	139.34282749999994	6.0899158285571575	-42.111107125000025	1.4142812474601203	-32.772845125000245	1.564786904178766	THQ13	-7.41188	0.1	-1	THQ
g14	-2.7499997338509273e-06	8.317066396554042e-06	6.249999779583959e-07	7.746096875778036e-06	2.486899575160351e-14	7.641797187253178e-06	-1.2500000131865364e-06	9.918036453394216e-06	-6.250000237173481e-07	7.768581150733635e-06	-4.981634249999996	0.032766066054497736	0.0	0.0	-130.062887625	6.916286327554791	142.46905862500014	6.268860093503723	-40.711926874999946	1.706414765535296	-33.28739412499964	2.5566088565323266	THQ14	-9.19623	0.27	-1	THQ
g15	-1.124999855619535e-06	8.240216774368718e-06	2.2499999751346423e-06	9.821802878763491e-06	-1.8749999665601536e-06	8.1588015176391e-06	1.5000000108500444e-06	1.0168584743473062e-05	2.749999990925289e-06	1.0811321966052628e-05	-4.978108875000003	0.030438499554414238	0.0	0.0	-126.55153174999997	5.985465405092175	139.6071648749999	4.8278957439454615	-41.03898450000001	2.0685433974376144	-32.961456750000025	3.4068559275920927	THQ15	-10.7106	0.14	-1	THQ
g16	1.1249996077822288e-06	1.0302377664199736e-05	-8.750000083068699e-07	8.675393927252811e-06	-8.749999700796707e-07	8.586938288940356e-06	-7.499999939852843e-07	1.146959797801174e-05	8.749999605583981e-07	1.000964477425014e-05	-5.966650625000003	0.03237679554677612	0.0	0.0	-46.458651125000216	4.26503238635898	79.69227037500005	4.155712951532862	-47.925292375	1.1151120151857556	-20.65832425000016	1.4724113340018634	THQ16	-7.41188	0.38	1	THQ
