0	2.70	0.51	0.51	0.15	 0.46	0.22
1	2.73	0.57	0.54	0.14	 0.52	0.20
2	3.02	0.53	0.53	0.15	 0.47	0.21
3	3.20	0.52	0.53	0.16	 0.46	0.21
4	3.43	0.50	0.52	0.16	 0.42	0.22
5	3.60	0.48	0.51	0.17	 0.40	0.22
10	4.32	0.50	0.47	0.18	 0.40	0.22
25	5.18	0.37	0.37	0.19	 0.26	0.22
50	5.12	0.37	0.38	0.19	 0.26	0.22
100	5.46	0.47	0.45	0.21	 0.35	0.23
200	3.77	0.35	0.47	0.24	 0.26	0.29
