ligname	pdbname	1-4_eel_avg	1-4_eel_se	1-4_vdw_avg	1-4_vdw_se	angle_avg	angle_se	bond_avg	bond_se	dihed_avg	dihed_se	ecavity_avg	ecavity_se	edisper_avg	edisper_se	eel_avg	eel_se	epb_avg	epb_se	vdwaals_avg	vdwaals_se	egb_avg	egb_se	esurf_avg	esurf_se	pb_tot_avg	pb_tot_se	gb_tot_avg	gb_tot_se
j1	j1	-1.2500002708293323e-06	8.563402873534215e-06	3.249999999326292e-06	7.881416103332318e-06	-1.874999835251856e-06	8.93641541261615e-06	2.750000006486175e-06	7.608694608901513e-06	-2.375000020151674e-06	1.0543192196745034e-05	-5.969112625	0.07350017274616188	0.0	0.0	-53.35876724999997	4.218923420394296	70.72082812499998	4.566256612893045	-40.04251537499999	2.2973652249269816	66.9053588749999	4.575150341291009	-7.245778579200003	0.22388735222449566	-28.64956662499994	2.521435043968799	-33.741701829200004	2.960994918002811
j2	j2	2.000000174575689e-06	7.125260596260477e-06	1.4999999753939619e-06	8.619647425308067e-06	-2.1249999900874173e-06	7.786869396940188e-06	1.8750000192824245e-06	9.879908660853374e-06	3.749999224567091e-07	8.012532288457173e-06	-5.008735249999999	0.05236635326124713	0.0	0.0	-11.852423250000307	1.1255463243989878	38.543318375000084	2.1070994431629253	-42.598598000000074	0.5105787534557521	31.533602124999998	1.5058830523689966	-6.5072686545	0.050440752492993464	-20.916434500000285	1.1355370408371752	-29.42468415449995	0.6553885693905993
j3	j3	-2.624999751787982e-06	9.32829978715434e-06	-3.4999999924423265e-06	6.632682317978029e-06	-2.00000000035061e-06	9.549401170273168e-06	2.4999998650798714e-07	9.188164836632371e-06	-1.250001683672508e-07	9.864424102466123e-06	-4.101167749999998	0.03626873811710753	0.0	0.0	-33.2951741250002	1.6367113135043323	47.803118375000125	0.9020832388252951	-30.45793962500003	0.8078514387688411	45.41432037499992	1.3138004817853568	-5.882256941400002	0.0420229219653382	-20.051171124999907	0.9849355002495898	-24.221058316400153	0.7378555481274074
j4	j4	-3.7500000189538696e-06	2.175435631447198e-05	2.5000000141517375e-06	1.0265591337894366e-05	-3.4999999749629753e-06	1.3458639392223987e-05	3.50000003756179e-06	7.0273089838481855e-06	6.875000047443791e-06	3.016499420017582e-05	-5.952497125	0.04904560795908852	0.0	0.0	-73.53330350000009	3.6406897616865472	92.72791074999995	3.7078625905693974	-45.066044875000024	1.1589939995096281	88.38063762500008	3.4800550937545087	-7.910543894399998	0.07682353529414498	-31.823929125000078	1.380114018975616	-38.12924901940002	1.0739551137816241
j5	j5	3.6249994923309712e-06	8.327315523954464e-06	-1.00000002952072e-06	7.797305883348871e-06	-8.750000155544058e-07	8.544241575146317e-06	-5.000000169275154e-07	9.828187756357331e-06	8.749999656743057e-07	5.832667512849777e-06	-3.756771500000003	0.02194845102665762	0.0	0.0	-40.35118462499985	1.391706494035482	54.990344999999955	1.0614221940387543	-29.833965874999976	0.9127743942000811	52.467645625000074	1.3439028854916106	-5.968080359999992	0.08141896738027736	-18.95157487500001	0.8641913707589584	-23.685583110000024	0.8474815385143118
j6	j6	4.999998280652563e-07	8.043163683963684e-06	3.874999977924176e-06	8.412264857886537e-06	-2.4999999411079445e-06	8.001522198624262e-06	6.249999771057446e-07	9.010070803782044e-06	1.3749999634171673e-06	9.020541271945818e-06	-3.884775124999997	0.010896329151178646	0.0	0.0	-18.061575125000704	0.8315644608510867	39.903970499999986	0.9802738162700017	-37.511306624999996	0.761826405545254	34.74922225000004	0.7945717656054145	-5.524137389700002	0.04340421777721126	-19.55368250000015	0.7404635222648748	-26.347793014700052	0.9327964695002012
j7	j7	-4.999996826882125e-07	6.104111365584648e-06	-1.0000000133914e-06	1.0446399667920593e-05	2.000000090163212e-06	1.0479542292526603e-05	2.1249999608130566e-06	8.611628109044471e-06	1.2499994525683178e-07	8.495903426413126e-06	-4.563890625	0.027252031406167446	0.0	0.0	-36.574927500000065	1.3082738861554575	57.06664550000009	1.2289178522826154	-30.684239624999986	0.6276820986828956	51.61515537499998	1.1385623826070548	-6.145362717300002	0.06603121464047448	-14.756409499999847	1.1026897488526883	-21.789371717299964	0.8613473915210613
j8	j8	1.499999951022346e-06	6.193160558604145e-06	-1.3750000015022578e-06	8.253072350949952e-06	-1.1249999528217813e-06	1.0722031287745769e-05	-2.750000011673137e-06	6.3332410845479585e-06	2.749999999736019e-06	8.495026371980325e-06	-3.7189762500000025	0.01764468759421064	0.0	0.0	-17.225380624999858	0.825347817585605	37.8837526249999	0.7694410364581715	-36.55995375000002	0.4335259191321136	32.06427075000002	0.9178257002907866	-5.394452018399999	0.04126723244039202	-19.62055899999987	0.7023640004859361	-27.115516643400127	0.6304018480224646
j9	j9	6.250001433727448e-07	1.0321875537566545e-05	1.1250000487095235e-06	8.623713673692746e-06	-2.5000003986974664e-07	7.010059001145116e-06	-1.250000020114328e-06	8.32739945702142e-06	-1.6250000408035702e-06	8.837187822506509e-06	-3.6892248749999994	0.02191668029538849	0.0	0.0	-27.877783250000007	1.609785058646843	44.30051474999998	1.5605152810108738	-30.988754249999996	1.136594830433041	40.224680750000026	1.651609873326971	-5.719246870499998	0.07943911622066198	-18.255248999999925	0.9618986360217832	-24.361104995499872	1.2680236517699566
j10	j10	-5.000001181088009e-07	9.468946535065274e-06	-2.9999999981811243e-06	8.908593059467268e-06	-9.999999077692223e-07	8.970296859919456e-06	-1.3750000163170739e-06	9.530257507039477e-06	-3.249999940493353e-06	8.872135207368035e-06	-2.535238875	0.013335108205312958	0.0	0.0	-22.153931124999737	1.2060294285640218	30.241114249999846	1.075816733165388	-23.214616874999955	0.7067287011033961	25.837546124999996	1.4008023762461317	-3.9334498649999974	0.039104487348436835	-17.662681749999948	1.007847496015649	-23.464460864999793	1.1706960968743971
