ligname	1-4_eel_avg	1-4_eel_se	1-4_vdw_avg	1-4_vdw_se	angle_avg	angle_se	bond_avg	bond_se	dihed_avg	dihed_se	ecavity_avg	ecavity_se	edisper_avg	edisper_se	eel_avg	eel_se	epb_avg	epb_se	vdwaals_avg	vdwaals_se	pb_tot_avg	pb_tot_se	paper-id	expt-dg	expt-err	q	dataset	neg_tds_avg	neg_tds_se	dg_avg	dg_se
j11	1.4999995994458004e-06	9.728217931502663e-06	-1.125000014035038e-06	7.167134176664381e-06	-1.3642420526593923e-14	9.402612224075234e-06	-2.999999998785085e-06	7.020478000713878e-06	8.750000388602075e-07	9.167065375136393e-06	-2.9833091249999986	0.02476545240443677	0.0	0.0	-8.937599250000114	0.7235595386272523	20.01436137499996	0.6979369522194045	-26.7291715	0.7074209371046472	-18.635720249999963	0.5692181220657597	11a	-5.6	0.1	0	Janssen	4.635775979208937	0.31901006429911327	-13.999944270791026	0.888228186364873
j12	2.4999998231578493e-06	7.44190889315127e-06	-1.1249999773355058e-06	9.270081707036412e-06	2.749999903102207e-06	1.031714721124297e-05	2.5000000063002397e-06	7.1766768850184875e-06	1.1249999456452995e-06	7.441916342210457e-06	-2.886785250000004	0.04145783013567009	0.0	0.0	-8.312790250000175	0.5567210484386096	17.557745875000013	0.7609433358800431	-24.466812125000025	0.4590967225041948	-18.108633999999963	0.4047769071729644	11b	-5.6	0.1	0	Janssen	3.7765247951795975	0.18777554880029967	-14.332109204820366	0.592552455973264
g1	-7.500004812754923e-07	9.151442324023604e-06	-2.124999991650611e-06	7.33806033771885e-06	1.875000051683173e-06	1.0503710278352333e-05	-1.1250000036966411e-06	8.048210762617828e-06	1.4999999905285219e-06	8.43504386025094e-06	-4.202623499999999	0.07119301346436675	0.0	0.0	-11.446779000000687	0.5653700869124765	23.916164875	0.9311371920989208	-38.74827600000004	1.0813859095332543	-30.481514250000014	0.8134039836914264	THQ1	-9.608	0.1	0	THQ	6.17993070914959	0.34228314841703467	-24.301583540850423	1.155687132108461
g2	-1.2500002321758075e-06	8.882465987949701e-06	8.749999862800449e-07	7.317763539435533e-06	-1.000000082456154e-06	9.34489470121723e-06	-1.8750000282352631e-06	8.826921662211713e-06	-2.874999929076694e-06	1.0453687038808096e-05	-3.4360862500000042	0.017796845035115274	0.0	0.0	-10.211264749998977	0.5242643110193593	20.38562687500004	0.5307769485040367	-31.033740000000037	0.3859758260173383	-24.295470249999966	0.4797983304022558	THQ2	-7.6864	0.1	0	THQ	4.615210873232555	0.2714352307952525	-19.68025937676741	0.7512335611975083
g3	-1.7500001490589058e-06	8.479304630424083e-06	-9.999999902277072e-07	9.921854634157074e-06	3.749999316937647e-07	1.0190747534669198e-05	1.6249999932682612e-06	8.060559963480274e-06	-1.2499997055215314e-07	8.079382423865822e-06	-4.040890625000004	0.04065715807325433	0.0	0.0	-11.085230375000158	0.6072212509168315	23.100369874999977	0.8798188074736292	-36.73146499999998	0.9282130776369156	-28.75721699999998	0.7018730145726555	THQ3	-9.33348	0.1	0	THQ	5.220291472492522	0.3303969923291598	-23.536925527507456	1.0322700069018154
g4	2.250000129606633e-06	7.927594565474385e-06	1.8750000019451816e-06	7.717503744198245e-06	-1.2499998675252755e-07	1.0370884413216023e-05	1.2499999918702543e-06	1.0384299425606728e-05	-1.749999925522161e-06	9.68481047383323e-06	-4.003703375	0.04091396061663564	0.0	0.0	-11.242203125000405	0.8596259541412724	23.66498312500001	1.2512203523044558	-37.056986374999966	0.6755004181412381	-28.637906250000025	0.5517711841535347	THQ4	-9.33348	0.127	0	THQ	5.379190726022054	0.23403669520770234	-23.25871552397797	0.785807879361237
g5	1.3750001835433071e-06	9.354498000004448e-06	1.5000000135501068e-06	7.6133437035308316e-06	-6.249999754004421e-07	7.961419067872659e-06	1.5000000220766198e-06	9.135604863994679e-06	-4.999999990218385e-07	9.081897566831604e-06	-4.1928753750000025	0.036003932236669214	0.0	0.0	-11.954808874999587	0.6160356958125004	24.801511125000008	0.6507400803877436	-38.74447574999999	0.4224083390857396	-30.090645625000075	0.4430625418518728	THQ5	-10.8433	0.1	0	THQ	5.591473262903077	0.2443311584746648	-24.499172362097	0.6873937003265376
g6	-1.2500001412263372e-06	7.510043895560617e-06	-6.250000043905857e-07	9.586041110341706e-06	-1.8749999644285247e-06	7.172104868318941e-06	-2.2499999803926586e-06	8.082347924893084e-06	9.999999730325728e-07	9.42099919703465e-06	-4.3200431250000015	0.057324428732633465	0.0	0.0	-10.498092999999367	0.6981044156134734	25.241010249999967	1.332471406963815	-37.97697137499996	0.9810061604869406	-27.554102249999946	0.6382835938206629	THQ6	-7.6864	0.1	0	THQ	5.096165450010359	0.32042643178871805	-22.45793679998959	0.958710025609381
g7	3.750000450963853e-07	7.623810106324397e-06	-2.032152224273886e-14	1.0722917972256257e-05	2.387423592153936e-14	7.867431714565602e-06	3.124999995023359e-06	7.397198842985437e-06	1.2500001034254635e-07	8.814900819627666e-06	-4.082458000000001	0.056623773770269635	0.0	0.0	-12.781633250000555	1.718222205732696	26.64673174999998	2.0743136066668573	-39.48426724999997	1.4765575124801118	-29.701623125	1.1028864702340764	THQ7	-7.96091	0.1	0	THQ	8.252441762754819	0.467951131939761	-21.449181362245184	1.5708376021738375
g8	1.249998672392394e-07	6.344016151663796e-06	-1.7500000049608388e-06	7.0147431530510465e-06	2.499999530414243e-07	7.592690462725906e-06	-1.7500000006975826e-06	8.620372445792618e-06	6.249999128726815e-07	7.903690620292774e-06	-4.375588375000003	0.08518366255795641	0.0	0.0	-11.166390124999822	0.5557215084298424	25.219154375000034	1.0242375425728691	-39.192647	1.3049334273954591	-29.51547362500019	1.0400756465887218	THQ8	-8.921710000000003	0.1	0	THQ	5.577401421447092	0.27393141168785917	-23.938072203553098	1.314007058276581
g9	5.00000127203748e-07	8.083853358012235e-06	9.99999991364575e-07	6.660835101150476e-06	-1.249999988459649e-06	1.1892916343789287e-05	-7.500000061355648e-07	9.187831435761748e-06	-8.750000068857843e-07	9.884850461326167e-06	-4.542486374999998	0.07647443479301241	0.0	0.0	-10.658746625000257	0.4051107214979197	23.933122125	0.7502703689297952	-40.02279024999999	0.7497145008254982	-31.29090249999998	0.8748435424466026	THQ9	-5.90206	0.1	0	THQ	5.5334592161457605	0.33855179712321826	-25.75744328385422	1.213395339569821
g10	1.9999997221020746e-06	1.0391697797787943e-05	7.49999985885097e-07	7.714152202400639e-06	1.37499993869028e-06	9.886123535204567e-06	-1.5000000134790526e-06	9.355810762187156e-06	-3.8749999494314115e-06	9.904896112536431e-06	-4.40876725	0.08269720954624299	0.0	0.0	-4.093256625000131	1.7957456989548566	18.721305875000017	1.7138005342860312	-40.43233800000005	0.7444937162060726	-30.21305725000001	0.4624540240722947	THQ10	-10.4315	0.14	1	THQ	10.7126726112029	0.5399651445358312	-19.500384638797108	1.0024191686081259
g11	3.750000101945261e-06	7.18631316056685e-06	2.1250000041561632e-06	8.912938808595174e-06	-3.7499999970691534e-06	8.980043605635679e-06	4.374999998262296e-06	1.0418672686833244e-05	2.0000001178743788e-06	8.382109569040719e-06	-4.514716124999999	0.04855260876165165	0.0	0.0	-5.891106499999966	2.4961521334109262	19.707077000000012	2.584229731374984	-42.19430099999999	0.7763285913788623	-32.89303812499995	0.8274269307178446	THQ11	-9.33348	0.41	1	THQ	10.695191318432373	0.6140348530941816	-22.197846806567576	1.4414617838120263
g12	2.5000001255648385e-06	9.683159908657923e-06	-1.6249999961814862e-06	9.448348904686467e-06	-3.75000014116722e-07	8.355303770333071e-06	2.3750000039512996e-06	8.014516710528681e-06	2.499999750682491e-07	8.141492567079832e-06	-4.683122875000001	0.057275243009140636	0.0	0.0	-5.4945996249996485	2.185979170923865	20.205662500000038	2.648308507589151	-43.39428650000003	1.1018832558420286	-33.36634337499987	1.3054025726525824	THQ12	-7.549139999999999	0.1	1	THQ	10.842437871420584	0.5413886930419227	-22.523905503579286	1.8467912656945051
g13	1.4999998597886587e-06	8.74913035702381e-06	3.750000151114817e-07	8.897081857956636e-06	-3.250000038832468e-06	1.177813972630316e-05	-2.4999999901353933e-07	1.0957717932574074e-05	-4.1211478674085816e-14	9.401853535242873e-06	-4.513048499999999	0.07323159462376654	0.0	0.0	-27.796591375000844	4.39643853208884	40.37445987499999	4.804597697712173	-41.32487162500001	1.1872149967811525	-33.260053250000055	1.1297326250228832	THQ13	-7.41188	0.1	-1	THQ	14.200920480598572	0.8981887055357319	-19.059132769401483	2.0279213305586152
g14	-1.2500003924742487e-06	8.47004011434366e-06	8.750000182544681e-07	8.174244246579976e-06	-6.250000204488515e-07	8.923045268431352e-06	-7.500000084803559e-07	6.3264657378030415e-06	-2.6249999545768793e-06	8.997204133696773e-06	-4.369623250000001	0.11229769282106264	0.0	0.0	-31.08933324999966	4.831586329521122	43.55172999999995	5.495245622705146	-40.248245125000075	1.4174438438126382	-32.155475999999894	1.0062786772823091	THQ14	-9.19623	0.27	-1	THQ	15.66958405903353	0.9076832012672948	-16.48589194096636	1.913961878549604
g15	-2.500000180134521e-06	7.442351758419577e-06	-1.87499999526608e-06	8.284765727391292e-06	7.500000275229013e-07	7.770742353353323e-06	-1.249999792918288e-07	8.255209253736834e-06	1.8750001405010155e-06	8.576442793289169e-06	-4.38610375	0.1084706807311516	0.0	0.0	-29.389371374999623	4.8038929400548245	42.695598125000046	5.4030032599442555	-40.61205275	1.5362627528666557	-31.691931624999924	1.1568173756452516	THQ15	-10.7106	0.14	-1	THQ	16.963272310646147	0.8617321272816627	-14.728659314353777	2.0185495029269145
g16	1.2500012871896615e-07	8.728731395520781e-06	-2.500000141480996e-07	8.616477701705256e-06	6.250000102170361e-07	8.573427435082341e-06	1.2500000288184767e-07	9.50885022298757e-06	-9.999999974752427e-07	9.403317433284668e-06	-4.251492000000002	0.06679843148039714	0.0	0.0	-2.683916374999576	2.395551211118543	19.381832250000016	2.1050590274566683	-39.733793874999975	0.9424017567672236	-27.2873703750001	1.3572992607829093	THQ16	-7.41188	0.38	1	THQ	9.776885200548206	0.4629101191341845	-17.510485174451894	1.8202093799170938
