ligname	pdbname	1-4_eel_avg	1-4_eel_se	1-4_vdw_avg	1-4_vdw_se	angle_avg	angle_se	bond_avg	bond_se	dihed_avg	dihed_se	ecavity_avg	ecavity_se	edisper_avg	edisper_se	eel_avg	eel_se	epb_avg	epb_se	vdwaals_avg	vdwaals_se	egb_avg	egb_se	esurf_avg	esurf_se	pb_tot_avg	pb_tot_se	gb_tot_avg	gb_tot_se
j1	j1	2.4999991978802425e-07	8.879821806412615e-06	-1.625000003571131e-06	7.812828102747325e-06	-1.8750000285194802e-06	8.612094691801058e-06	2.3749999831323978e-06	8.989636951934416e-06	-2.7500000044256014e-06	8.90159347574133e-06	-5.053017624999996	0.10272485393637595	0.0	0.0	-32.281985500000644	4.646983492426418	44.87112487499999	4.673986360129015	-38.89959712500002	1.8542187228916438	42.10349699999993	4.546660528146214	-5.7917610639	0.22020074251178798	-31.3634789999999	1.6472488210431424	-34.86985031390009	2.157441986594341
j2	j2	-1.2499998615567166e-06	7.447783184337282e-06	4.999999877952632e-07	8.63892542675097e-06	-8.749999852852852e-07	6.700327846355163e-06	-2.5000001009800597e-07	9.679976143286163e-06	1.249998919661266e-07	9.021584532617612e-06	-4.6398290000000015	0.037419071348971794	0.0	0.0	-4.2684290000000376	1.384157748556558	24.013709374999948	2.0005250343051073	-40.698630375	0.5685226951298251	19.92057049999999	1.333961879994371	-5.460676652699997	0.056579753580599954	-25.593180750000002	1.1788320926856364	-30.507167277699917	0.854189863132008
j3	j3	-1.99999950837082e-06	9.636423128350092e-06	-6.25000021869937e-07	9.186747703638375e-06	-8.749999594215296e-07	8.231375015845617e-06	1.2500002810611477e-07	7.633341509700791e-06	-2.874999831021796e-06	8.229040412417277e-06	-3.67661825	0.04909516990664594	0.0	0.0	-18.71263799999996	1.4453028634547895	29.959946875000046	0.9643284723861322	-30.026381375	0.9429200533937133	25.703567000000017	0.9748751233553526	-4.7950657956	0.06442005456514537	-22.455697000000036	0.9148687579424309	-27.83052442059994	0.877012631218121
j4	j4	-2.4999999413921613e-06	8.875884003998596e-06	-3.750000005311449e-06	9.588663243969632e-06	-1.4999999126530384e-06	8.106536593588112e-06	-3.0000000180052668e-06	1.227965786342642e-05	-1.2500002867454894e-07	6.4565037961597374e-06	-5.32802325	0.08671938540463099	0.0	0.0	-55.4652156249998	4.364607608754756	68.51949312500004	4.290622027099154	-43.656242249999984	1.1475343873721764	65.19247574999994	4.154456275991147	-6.552009210600004	0.12850494571678522	-35.92999887499998	0.927883731165536	-40.481002210600266	0.872397490007093
j5	j5	-9.99999699615728e-07	8.078761254358342e-06	3.5000000042373356e-06	9.6590244185784e-06	-2.8750000076627204e-06	7.445047540603864e-06	1.8750000133138655e-06	7.656964966576662e-06	2.499999531124786e-07	9.627483881126624e-06	-3.7224391250000006	0.0573200121054362	0.0	0.0	-29.388995125000143	1.5417473712698575	40.90103099999996	1.2949982588381759	-29.694443375000024	1.1324857396028674	36.65393862499993	1.4912737691542601	-5.086083883499999	0.14452300867178194	-21.90484487500005	1.3867354707397797	-27.51558200850008	1.2110939272399102
j6	j6	-3.2499996797952233e-06	8.219324865408351e-06	-2.499999869343128e-07	9.680706731578928e-06	3.4999998894136298e-06	7.725337299184317e-06	-8.750000292678806e-07	8.738762761327241e-06	1.2499997794179763e-07	6.996527107435944e-06	-3.808176500000002	0.03013997880394785	0.0	0.0	-12.673416750000035	0.8268033542848114	29.645491124999822	0.9098516603952851	-35.43662587499995	0.5980852744051124	24.98514487500013	0.7786904970660923	-4.694785750799998	0.06194558019283242	-22.27272874999999	0.8067829016504822	-27.81968425079988	0.8432177722643404
j7	j7	-2.375000276515493e-06	8.267027006723613e-06	-2.8749999714250407e-06	8.431558380618547e-06	8.749999959434262e-07	8.86001774156285e-06	-2.5000003383013337e-07	8.699117654905691e-06	6.249998915563992e-07	9.102376551440162e-06	-4.09987475	0.04342040467969718	0.0	0.0	-28.458679250000728	1.0581946844862196	42.481395749999955	1.183355208081758	-29.578155125000002	0.5676908102327296	36.65018300000008	1.1251060426725388	-4.978650022200002	0.07430505778493643	-19.65531737500014	0.7726448928146398	-26.365305397200128	0.6498294115834615
j8	j8	-1.5575096767861397e-13	8.47885097030009e-06	1.500000023710868e-06	9.39342743583514e-06	5.000000633970103e-07	1.02133071003721e-05	-1.0000000015253363e-06	5.778542764881164e-06	1.874999957323098e-06	1.0183971612126067e-05	-3.635343624999996	0.03424629114432916	0.0	0.0	-12.250976624999549	0.8754714769974046	28.289126874999866	0.8549953112903176	-34.56636275000001	0.7525607253091272	22.848934625000012	0.7388111606740037	-4.5673787205	0.07223886874401199	-22.16355324999994	0.7782160376515526	-28.535780595499983	0.8813523908553215
j9	j9	2.374999652374754e-06	9.230141034277291e-06	-1.2500000263315769e-07	7.2064767011708555e-06	1.5000000396980795e-06	7.451177461240684e-06	1.8749999934541961e-06	8.438429207208014e-06	1.5000000384901568e-06	8.278677168087705e-06	-3.7530627499999967	0.03417414579526827	0.0	0.0	-17.42784450000004	1.4993868017150338	31.66879487499992	1.4218646383761986	-30.533653375000004	0.8465877313165888	27.539031874999992	1.544271633983221	-4.989330156600006	0.11901653059393763	-20.045758625000218	1.1363070631544994	-25.411789031599998	0.9058477692987418
j10	j10	3.7499968811971486e-07	8.403441299860487e-06	5.250000000245336e-06	9.498887699187494e-06	8.750000338864083e-07	8.172416806643945e-06	-1.250000416419539e-07	8.729474034745688e-06	-1.125000097168538e-06	8.539707021070319e-06	-2.5332172499999985	0.06031609206586781	0.0	0.0	-18.399236999999342	3.1143520503254116	24.09541325000003	1.6196193224069857	-22.889411625000008	1.8723820752284215	19.180208374999935	2.9728257522905386	-3.474741191400001	0.15246986564546275	-19.72644737500018	0.7710398669185549	-25.58317619139986	1.9508663778653246
