ligname	1-4_eel_avg	1-4_eel_se	1-4_vdw_avg	1-4_vdw_se	angle_avg	angle_se	bond_avg	bond_se	dihed_avg	dihed_se	ecavity_avg	ecavity_se	edisper_avg	edisper_se	eel_avg	eel_se	epb_avg	epb_se	vdwaals_avg	vdwaals_se	pb_tot_avg	pb_tot_se	paper-id	expt-dg	expt-err	q	dataset
j1	1.8750006370282792e-06	9.717012748424356e-06	3.000000007631342e-06	8.72461776072343e-06	-9.999999795695655e-07	9.134307108548323e-06	3.6249999948267937e-06	8.997120628945813e-06	3.7500008730262386e-07	8.976928710126492e-06	-6.250274250000001	0.03974756643764031	0.0	0.0	-105.33124650000049	4.175000619145245	143.51111075000009	5.272779013918744	-60.27538737500003	1.7788039712455797	-28.345789500000137	3.605389593465051	1	-9.8	0.1	1	Janssen
j2	-1.249998308594513e-07	8.96563483614306e-06	-2.458477865729946e-14	7.007517850438507e-06	8.750000094437381e-07	7.4758302905788835e-06	1.999999998432145e-06	9.839099574031695e-06	-2.249999968171324e-06	1.0125420725140204e-05	-5.078596375000002	0.05822443365579079	0.0	0.0	-19.46779075000035	0.8234994183597546	65.3852261250001	2.273915867057024	-54.68800037499997	0.7402189886421061	-13.849160875000287	1.4846861970682002	2	-9.6	0.1	0	Janssen
j3	2.5000010282383297e-07	9.363419454701927e-06	-3.3749999904841844e-06	8.383509414471051e-06	-1.6249998586204131e-06	8.582733102346393e-06	-7.50000018143737e-07	1.0909041339936037e-05	-1.250000683228336e-07	8.418420461005944e-06	-4.032667625	0.014894269785873838	0.0	0.0	-42.85768699999989	1.6449372356175718	71.10386112500005	1.068120567865243	-40.38513412499994	0.7065413452928421	-16.17163324999977	1.1765383353189542	3	-9.0	0.1	0	Janssen
j4	-3.124999643659976e-06	6.913204024451123e-06	-2.3749999706979e-06	9.688779768671182e-06	-3.625000068723239e-06	8.223097136891754e-06	9.999999925724978e-07	8.653383939015178e-06	-1.499999966370069e-06	1.0834382628164453e-05	-6.078367500000001	0.03712305682927637	0.0	0.0	-101.17399312500021	3.865448680865348	137.73237475000002	4.1703653358379205	-63.10789487500002	0.9810785548169336	-32.62789037499974	1.7687051018159603	4	-8.9	0.1	1	Janssen
j5	-2.499999645806384e-06	9.71434541099344e-06	1.6249999689676996e-06	1.1293982861945308e-05	-7.49999997537998e-07	1.0057221397559683e-05	-1.3750000108103676e-06	1.050306270892558e-05	-2.000000016693093e-06	6.8477914134791614e-06	-3.6815322499999983	0.01906813275660411	0.0	0.0	-42.679736749999904	1.3387748712778025	65.77824962499993	0.9014449241641909	-36.061939249999966	0.8120446761140088	-16.644963624999956	1.2343479150550112	5	-8.8	0.1	0	Janssen
j6	-2.4999998815644637e-06	6.845931579512183e-06	-8.749999896195959e-07	1.0808526658144796e-05	7.500000458549039e-07	9.646113665972926e-06	-1.2499998646831046e-07	8.820286355528889e-06	8.750001455837265e-07	9.774896918714907e-06	-3.814876750000004	0.016541287897980185	0.0	0.0	-19.04847800000076	0.7209771815251502	50.43314087500011	0.9296711478392304	-43.49945650000009	0.6847030686875067	-15.929672249999891	1.2393677165380923	6	-8.2	0.1	0	Janssen
j7	-2.1250000963846105e-06	6.888393423133856e-06	1.2499995506232152e-07	8.559597127728322e-06	-5.00000055012606e-07	8.732296621767737e-06	3.7499999753265457e-06	9.390299536953216e-06	-2.125000112727093e-06	8.962088459554468e-06	-4.558205500000004	0.018608693675693923	0.0	0.0	-45.51129637499976	0.9370808703889149	85.2325141249998	1.0957219838193522	-44.21138937499995	0.541378741677328	-9.04837799999985	1.1198960756822962	7	-7.8	0.1	0	Janssen
j8	-5.249999432948016e-06	8.954786525242912e-06	-1.6249999720940878e-06	1.0718430152516057e-05	-9.99999964932385e-07	1.0321938448259088e-05	-1.374999991909931e-06	8.843426481622765e-06	-4.999999556787314e-07	8.127120332986074e-06	-3.655920374999997	0.014778032491931131	0.0	0.0	-18.302076749999518	0.7169061910318126	47.59916825000005	0.8109508268053421	-42.30672737500005	0.3899779398121291	-16.66556599999982	0.8751040268137522	8	-7.4	0.1	0	Janssen
j9	2.875000199082933e-06	8.964222901119318e-06	1.874999988480397e-06	8.96073518304749e-06	3.250000054464408e-06	9.105097801008687e-06	-1.750000012847863e-06	7.830203647370813e-06	1.0000000237653238e-06	9.590346322045407e-06	-3.610553	0.019366525711311443	0.0	0.0	-30.15392412499975	1.3905349218457213	52.31407425000011	1.7437039408742672	-35.98543924999996	0.8142484288554106	-17.435834874999937	1.3559378280746983	9	-7.3	0.1	0	Janssen
j10	-1.999999837494215e-06	8.768849019444098e-06	-1.875000022053541e-06	6.18490414660941e-06	-1.7500000739545383e-06	1.0644437813603674e-05	1.124999998971532e-06	8.378582644692008e-06	-1.249998349805992e-07	6.2137445086160636e-06	-2.5227431249999976	0.01564951792203359	0.0	0.0	-21.66226012499948	0.7784382378412338	35.564215000000026	1.4792590891761122	-26.7250952499999	0.3694606069978979	-15.345888124999707	1.2983693785057442	10	-6.3	0.1	0	Janssen
