ligname	pdbname	1-4_eel_avg	1-4_eel_se	1-4_vdw_avg	1-4_vdw_se	angle_avg	angle_se	bond_avg	bond_se	dihed_avg	dihed_se	ecavity_avg	ecavity_se	edisper_avg	edisper_se	eel_avg	eel_se	epb_avg	epb_se	vdwaals_avg	vdwaals_se	egb_avg	egb_se	esurf_avg	esurf_se	pb_tot_avg	pb_tot_se	gb_tot_avg	gb_tot_se
j1	j1	2.750000202240699e-06	6.8071587318140445e-06	-1.2499999873227807e-06	7.998678531778108e-06	-2.874999915434273e-06	9.357981865375135e-06	2.7500000049940355e-06	7.868809347810584e-06	3.499999989031721e-06	7.875644732871217e-06	-6.255130625000004	0.04265464416966757	0.0	0.0	-113.1961886249994	3.953379015886352	147.95660837499992	4.165359392408506	-61.582398250000026	1.4578051640197238	164.13430812500008	5.776586033104533	-11.530954770300003	0.09184126074978637	-33.077104249999714	3.1872107551902324	-22.175228645300002	4.982156351623271
j2	j2	-2.5000051891765905e-07	1.2285683660898013e-05	3.749999807922677e-07	8.764761973496311e-06	2.500000052521045e-06	7.457525642541912e-06	2.1250000352779354e-06	1.074329124962369e-05	-1.2500004032744982e-07	7.876586958660497e-06	-5.073354875000001	0.05127676033883039	0.0	0.0	-19.727838250000147	0.9082278067307811	65.18910525000024	1.9789362009930633	-55.663132875	0.7412688658631132	50.513748874999926	1.5104220047909103	-8.550558986399999	0.11661664104246056	-15.275216124999725	1.540019529638528	-33.427776611400006	1.0422435344344196
j3	j3	-1.2500000411819202e-06	1.0203161849547287e-05	-3.1249999983629095e-06	9.093309759420216e-06	-6.249999866270173e-07	7.801879766755754e-06	6.250000026852831e-07	6.500071421876116e-06	7.500001018456714e-07	5.949952946371848e-06	-4.024932124999999	0.01957441875068797	0.0	0.0	-43.79872199999903	1.2576631200920214	72.30025074999999	0.9231782887708689	-40.93752249999996	0.7428491281020865	79.19238937499999	1.519379036913716	-7.590273868800006	0.04319027341180202	-16.460929500000013	1.3287061652243466	-13.134132618799686	1.5803723525513886
j4	j4	2.875000186577381e-06	1.2248482216003898e-05	1.2499998533144208e-07	1.0574781311650767e-05	-1.249999868946361e-07	9.164376465665615e-06	5.000000099641966e-07	8.880039017143279e-06	3.7500001326407073e-07	1.0794664063839193e-05	-6.115074875	0.04846903279487593	0.0	0.0	-97.02947337499991	3.2530022863397883	131.523015125	3.325748176973255	-64.246109625	1.0222732376596937	143.79841175000004	3.7053665461337943	-11.523474910799996	0.12031907335853824	-35.867639000000324	1.5341851989865045	-29.000642410799973	1.6481965648146655
j5	j5	3.875000470543455e-06	7.472321135885517e-06	2.7500000098967803e-06	6.211722183417438e-06	-2.1250000671102497e-06	6.164160736687053e-06	1.1249999973728109e-06	7.187348251325563e-06	1.875000017079742e-06	9.23275579521819e-06	-3.6829006250000025	0.018765181907620797	0.0	0.0	-42.37992812500008	1.4607802066576123	65.80863212499997	1.3901715567274606	-36.78511650000001	1.022013320561543	75.45221125000006	1.8588339772829487	-6.902498348999996	0.04027498073991779	-17.03930562500002	1.7442783990319266	-10.615324223999776	2.084862339492705
j6	j6	1.7499993984415597e-06	7.861425959069915e-06	2.625000033589231e-06	8.183153851815959e-06	-8.750000191071194e-07	8.770712670433395e-06	3.1250000233029595e-06	7.957315040492016e-06	1.625000066667326e-06	7.659096642569124e-06	-3.8210333749999994	0.020121031141836023	0.0	0.0	-18.969674625001186	0.8911153760930551	50.366322375000045	0.8118098045868396	-43.97309350000003	0.5245943992565194	51.27806024999998	0.9130591590635334	-6.354440133300002	0.04674927558165945	-16.39747087499998	0.9491938274132515	-18.019139758299893	1.5206753153465518
j7	j7	1.6249996679107426e-06	9.053576877756149e-06	-2.1250000122563507e-06	8.91244346930397e-06	-1.2500005752258403e-07	8.498350504676836e-06	1.1250000184759301e-06	7.007629926762678e-06	-1.5000000830411864e-06	7.611701575103213e-06	-4.576723125	0.027262547513564116	0.0	0.0	-46.21095449999943	1.5756932776011239	86.17452125000017	1.6783138023871282	-44.74283499999998	0.5190790253108001	94.42327400000003	1.9089125037659453	-8.782184295899992	0.05300473462188625	-9.355992375000012	1.3848187136294714	-5.312700795900182	1.365139611602842
j8	j8	-3.125000124981625e-06	7.907491075726992e-06	-2.1250000195038865e-06	8.177497995287944e-06	-8.749999879853476e-07	8.693267484623828e-06	-8.384404281969182e-15	1.0963369575232517e-05	-2.7500000044256014e-06	7.613025674624655e-06	-3.660920499999999	0.0197743919656918	0.0	0.0	-18.57595887500119	1.150590732061564	47.910198750000035	1.1821581756268817	-42.954167	0.5282813424810829	47.78057499999997	1.5283223698929738	-6.192990634500006	0.050498201826167224	-17.280856500000013	1.0592516917913049	-19.94255038449987	1.2692028388040189
j9	j9	4.999998645871529e-07	8.405759607311843e-06	-2.2499999863967445e-06	8.658278149634153e-06	-1.3749999439482962e-06	8.929392621454134e-06	8.74999973028423e-07	8.45398811725172e-06	-3.250000075993853e-06	8.358334406587833e-06	-3.6302402500000013	0.02635895321006919	0.0	0.0	-28.17190937499959	1.6069801590650103	51.08416049999996	1.831765374872747	-36.98063350000001	0.6571329830830699	49.905482124999835	2.4812743941971642	-6.3521680302	0.06892187860910703	-17.69862812499989	1.4533379338040815	-21.599234280200175	2.059874134760184
j10	j10	-1.2500031459694583e-07	7.878819696485821e-06	1.8749999834000165e-06	9.875140459434107e-06	1.249999937762425e-06	7.662791147038409e-06	-7.499999748361574e-07	8.486391347756796e-06	-1.8749999912159865e-06	6.787534113131288e-06	-2.523763874999998	0.015508901080384456	0.0	0.0	-19.604444375000057	1.9706360090360984	33.14039549999998	2.09957656469382	-27.70592100000002	1.0218778468809278	28.060355749999953	3.7834223723612954	-4.2115756779000035	0.0776683021959522	-16.693733375000114	1.3240798095707729	-23.46158492790013	2.8326397838139754
