1-4_eel_avg	1-4_eel_se	1-4_vdw_avg	1-4_vdw_se	angle_avg	angle_se	bond_avg	bond_se	dihed_avg	dihed_se	ecavity_avg	ecavity_se	edisper_avg	edisper_se	eel_avg	eel_se	epb_avg	epb_se	vdwaals_avg	vdwaals_se	pb_tot_avg	pb_tot_se	ligname	paper-id	expt-dg	expt-err	q	dataset	neg_tds_avg	neg_tds_se	dg_avg	dg_se
0.4816707338696631	3.071644515601299	0.6184584193548375	0.4574316060762073	1.2208903064517571	1.3410683198224895	1.2141954435483964	0.8468994450357906	-2.530963116935311	1.1304064372588971	-4.22713073790323	0.08865889087325048	0.0	0.0	-11.928498875001269	4.965821627057991	23.946382834677486	3.2488886633793443	-39.9158964032259	1.3934807229184816	-31.12089139516192	2.136643230005825	j1	1	-9.8	0.1	1	Janssen	10.374011753399827	0.5893098131637217	-20.746879641762092	2.7259530431695467
-14.462996641128427	3.0341529775357694	-0.0003520806451646763	0.5270919078175904	2.3368105564516948	1.3549657481163164	0.4981313185484506	0.8013304456059416	-1.577249241935096	1.0749284911075887	-4.481395862903224	0.08448935508687573	0.0	0.0	8.880285124999663	4.792681570128782	24.71237858467742	3.530024327042183	-44.56232852822561	1.20596257186961	-28.656716770161577	2.5079330203392725	j2	2	-9.6	0.1	0	Janssen	3.748228795721425	0.16931433926137135	-24.908487974440153	2.677247359600644
0.025004608870290213	3.075936503346151	0.5325821693548711	0.4690782245810142	0.2595563064517208	1.2449356939718503	-0.4075935564516389	0.7741965988867364	0.4684293830649509	1.0693912963710357	-3.6804482379032284	0.09748639054791763	0.0	0.0	-7.06300100000044	4.7004951516016735	22.871130209677528	3.358055688311364	-34.423403528225776	1.3865455099325792	-21.417743645161977	2.0893120507353498	j3	3	-9.0	0.1	0	Janssen	4.303310360494055	0.2562476959425306	-17.11443328466792	2.34555974667788
-4.5934235161297465	2.8962961743418036	0.057460544354835726	0.5286178687486289	1.8445533064517288	1.3977256009050314	-0.2272660564515601	0.9251011603063264	-3.2025418669354337	1.1818289422173909	-4.5942006129032285	0.10421355656307	0.0	0.0	-29.490479124999986	4.855351070924078	48.549351459677524	3.450848033944401	-43.989448653225814	1.4043443842347865	-35.64599452016165	2.2808419076204123	j4	4	-8.9	0.1	1	Janssen	16.72953164229218	1.1858355579822375	-18.91646287786947	3.4666774656026496
0.006562608869842279	2.401269437258584	-0.05171033064512187	0.5108292953310328	1.3690150564517367	1.2381247600609162	-0.3760338064515841	0.8353655288747126	-1.364570991935384	1.0848627931980783	-3.5580869879032253	0.0825001361928849	0.0	0.0	-7.323882125000495	4.863891777344934	25.493393959677586	3.4687193794962936	-33.06531940322578	1.2037931569800349	-18.870632020161988	2.1906821567184105	j5	5	-8.8	0.1	0	Janssen	5.782510937177338	0.3969478611189177	-13.08812108298465	2.5876300178373284
-1.2339008911290286	2.8163073298778705	0.12728516935484535	0.4576138707270711	-1.102988193548267	1.305486136470714	1.1578741935484231	0.8193938731258796	-0.8942309919355722	0.9886391285713898	-3.5446589879032286	0.10188591582181644	0.0	0.0	-5.1097412499996935	4.7521558980987075	21.45608745967757	3.5015261545834666	-35.138555403225716	1.530515332143535	-24.28282889516175	2.524347805999576	j6	6	-8.2	0.1	0	Janssen	5.4179851169416136	0.24850592481236472	-18.864843778220134	2.7728537308119408
-0.561289641129747	2.662318756086421	0.5158745443549115	0.5028999524156538	-0.25946831854829355	1.4208881449929651	-1.0794821814516542	0.8089173928681205	-2.38876449193533	1.0157245956888559	-3.72342736290323	0.08609157588254847	0.0	0.0	-25.436585125001216	4.792283457085091	34.526042959677504	3.2345572362320114	-31.79199402822587	1.4117169186146337	-30.19909364516161	2.280139141981417	j7	7	-7.8	0.1	0	Janssen	5.724125870408601	0.4602242617462779	-24.47496777475301	2.7403634037276947
3.0808048588700814	3.033392571716168	-0.15024220564512625	0.4879903346002353	0.14640330645176647	1.3735720024721352	-0.7882103064515906	0.8558390933827204	0.2054347580649427	1.0742148245339025	-3.58832336290323	0.08135451369746681	0.0	0.0	-14.294291375001281	4.8749898938719385	24.16659858467753	3.046196972729213	-35.245617028225844	1.1799910575643493	-26.46744277016178	2.3031201900682348	j8	8	-7.4	0.1	0	Janssen	4.573098092279542	0.1580223134413591	-21.894344677882238	2.4611425035095937
2.797189858870837	3.2379258963313102	-0.11047683064518664	0.5353150911172481	0.3563716814517548	1.2747195879635922	0.540174818548425	0.8695071046685847	-0.8671043669355996	0.9628136085910004	-3.597875112903222	0.08182577233478762	0.0	0.0	-13.424991750001796	5.186314511770772	22.749057334677616	3.3066085174077013	-31.73320090322553	1.2646591952603057	-23.29085527016167	2.4708728967322497	j9	9	-7.3	0.1	0	Janssen	5.038883459857654	0.22614718314846174	-18.251971810304017	2.6970200798807116
-0.678474391128816	2.8567698682476683	0.4336151693548178	0.5821569592276795	-0.5014994435482807	1.2280201651570914	0.989522068548383	0.8738969844096162	1.980905008064692	1.049137385293106	-2.6098337379032337	0.09579301503251113	0.0	0.0	-16.141467750001116	5.0618073634797325	21.03913620967749	3.7540291838776403	-22.48263340322568	1.3977300982132859	-17.970730270161592	2.1172012075800017	j10	10	-6.3	0.1	0	Janssen	5.259902964863723	0.3495599948690665	-12.710827305297869	2.466761202449068
