ligname	1-4_eel_avg	1-4_eel_se	1-4_vdw_avg	1-4_vdw_se	angle_avg	angle_se	bond_avg	bond_se	dihed_avg	dihed_se	ecavity_avg	ecavity_se	edisper_avg	edisper_se	eel_avg	eel_se	epb_avg	epb_se	vdwaals_avg	vdwaals_se	pb_tot_avg	pb_tot_se	paper-id	expt-dg	expt-err	q	dataset
j1	-7.499999753690646e-07	9.093228560442708e-06	1.874999976934077e-06	7.706867116738054e-06	-3.3749999568044587e-06	9.007506027971255e-06	-2.3749999935063216e-06	7.566508623891765e-06	-1.1249999700169158e-06	1.0037178050118183e-05	-5.0884015000000025	0.12502645538963694	0.0	0.0	-31.450977999999555	4.489593839587769	44.06736262500011	4.641917953267466	-38.906144250000025	2.070927627984713	-31.3781668749999	2.005400654774623	1	-9.8	0.1	1	Janssen
j2	-2.000000210955477e-06	8.381072849654021e-06	2.380318164796336e-14	7.966094915672887e-06	-9.999999738852241e-07	9.000658516900098e-06	3.7500001042189975e-07	1.1288125472438992e-05	-1.1249999693063731e-06	6.893226618252223e-06	-4.641834125000004	0.04156624783712536	0.0	0.0	-4.0917107500006695	1.356519469895436	24.497442875000054	2.1564286059554534	-40.33340274999994	0.4683111653018419	-24.56950850000027	1.0039885021462165	2	-9.6	0.1	0	Janssen
j3	2.5011104298755534e-13	8.484708502313063e-06	-1.375000004912863e-06	1.3415703604610824e-05	-1.4999999892495453e-06	8.983015585204055e-06	-4.7499999989497616e-06	1.0089594452716707e-05	-1.2500014918259694e-07	6.872057640867531e-06	-3.696694999999997	0.04544491319494713	0.0	0.0	-18.540623875000065	1.4001732698479166	29.741211000000018	0.9319880140961728	-29.923911750000013	0.7599938569342571	-22.4200273749999	0.9271059496061874	3	-9.0	0.1	0	Janssen
j4	-1.1249999715801096e-06	6.841037980513512e-06	1.5000000007603375e-06	9.685628602969347e-06	-5.000000527388692e-07	9.556928769954177e-06	-1.624999996820975e-06	1.0354600383895018e-05	2.5000020684728954e-07	6.7259896000056015e-06	-5.306566625000003	0.0636126204428461	0.0	0.0	-57.47950712500062	3.8509336905803457	70.80677187500007	3.860302222893043	-43.73132275	1.1571065451049496	-35.71062612500001	1.3351783124643466	4	-8.9	0.1	1	Janssen
j5	-2.3749997649247238e-06	8.360347257622566e-06	-1.0000000239074325e-06	7.980513824581892e-06	-2.4999993684104995e-07	5.9225611951695385e-06	-2.0000000294118083e-06	6.310295883069778e-06	-2.624999902991476e-06	7.328278234187877e-06	-3.727460624999999	0.0584321705279285	0.0	0.0	-28.707533624999773	1.6266474589426303	40.52910337499993	1.0387331721196391	-29.41309412500001	0.8083441979318576	-21.318993250000187	1.2079522722164635	5	-8.8	0.1	0	Janssen
j6	-1.7500003802695118e-06	6.317849724620561e-06	-2.2499999776925963e-06	9.309679111586044e-06	-2.4999999546082563e-06	5.375393688748714e-06	1.0000000127519116e-06	9.176693744308219e-06	1.2500000296711278e-06	1.035932309858869e-05	-3.804877375	0.034750946885916484	0.0	0.0	-13.154116000001011	0.8314823744625228	30.179400625000024	0.929494734900688	-35.125961000000075	0.7466253614070257	-21.905557999999765	0.6358588513396749	6	-8.2	0.1	0	Janssen
j7	7.499997263948898e-07	8.710425343593644e-06	-1.8750000042189187e-06	8.47291758437837e-06	2.7500000497582283e-06	8.813137444876163e-06	-2.4999998821328967e-07	7.758917849038943e-06	-1.499999891763082e-06	7.65778920453625e-06	-4.1105493750000015	0.04130585696905629	0.0	0.0	-27.77254525000039	1.2148757060254574	42.032191749999924	1.0836134748124011	-29.672821375000066	0.5266079856613295	-19.523724375	0.8920463979062935	7	-7.8	0.1	0	Janssen
j8	-1.8750003444267803e-06	7.90501649172302e-06	-1.375000014220973e-06	8.883270928436423e-06	-5.000001050348147e-07	8.13159191188935e-06	-6.249999996299494e-07	7.6043137307581544e-06	2.2500000289937816e-06	9.237201578744648e-06	-3.634298124999998	0.02370644526810432	0.0	0.0	-12.339968874999874	0.7456275635679556	28.348727749999995	1.014512814834982	-34.060776749999995	0.4630966448044216	-21.68631812500015	0.5863588575366224	8	-7.4	0.1	0	Janssen
j9	6.249998114071787e-07	8.912198435959236e-06	-1.4999999544329512e-06	8.348150375169651e-06	1.124999989343678e-06	9.35247530843327e-06	-1.1250000160245577e-06	7.991013134149864e-06	-3.749999896029976e-07	9.911474121399178e-06	-3.7464233749999942	0.034823644624242645	0.0	0.0	-18.852000999999863	1.5709400589405444	32.47339675000021	1.5231311903662648	-29.69084987500006	0.9762900261681934	-19.81587874999986	0.9234777561698349	9	-7.3	0.1	0	Janssen
j10	-9.999997666909622e-07	8.791776459017986e-06	-4.999999950427992e-07	7.746734761140435e-06	-2.624999998097621e-06	8.598683724490614e-06	6.249999931284833e-07	1.0108082582856288e-05	6.250000178908975e-07	6.183428804407983e-06	-2.458794375	0.0467017454097004	0.0	0.0	-21.524308499999837	1.2558811633167508	24.858958125000022	1.0303930220265425	-20.881931749999932	0.7630716744868766	-20.006079374999977	0.6899200217049455	10	-6.3	0.1	0	Janssen
