1-4_eel_avg	1-4_eel_se	1-4_vdw_avg	1-4_vdw_se	angle_avg	angle_se	bond_avg	bond_se	dihed_avg	dihed_se	ecavity_avg	ecavity_se	edisper_avg	edisper_se	eel_avg	eel_se	epb_avg	epb_se	vdwaals_avg	vdwaals_se	egb_avg	egb_se	esurf_avg	esurf_se	pb_tot_avg	pb_tot_se	gb_tot_avg	gb_tot_se
0.4095673508046218	3.1124751064136467	0.6159782943547469	0.45191172898991716	1.2094403669354605	1.3453754461806084	1.220136145161268	0.8414715050136142	-2.522189487903063	1.1348295396062513	-4.4063213911290395	0.10181660655372812	0.0	0.0	-26.261730254031892	12.349891201568024	31.6844119798385	11.442818398613113	-38.347750624999975	1.3927021408734348	29.85030462096738	11.608224169247293	-5.269723228016147	0.181102226306736	-36.39845762096806	2.4823107921918433	-39.09596681672599	2.3832329179192144
-14.573692774194512	3.0268951403778765	-0.0021360806451511394	0.5270392272575746	2.3484181169354486	1.346689153164475	0.489280770161292	0.8009332842797949	-1.578322112902942	1.074021503755279	-4.756550266129043	0.09873753698005548	0.0	0.0	0.949265995966357	11.80443778644141	36.25143572983819	11.11572059985281	-43.9286118750001	1.2121540649144023	32.121152495967216	11.24769551740446	-5.652499271516134	0.17817086250799	-24.800912495967992	2.8193079637821747	-29.827144735226	2.600805907186161
0.03419397580626082	3.102375745759148	0.5377896693547974	0.46890546036198544	0.24836174193570315	1.2533046695833996	-0.4073018548386589	0.776301795220631	0.4688967620969393	1.062857926895413	-4.040568391129035	0.11002906066910766	0.0	0.0	-21.234144754032968	11.641159991521826	33.30569447983886	10.573556042488057	-32.94612375000008	1.4196590738012493	28.02163312096752	10.756198594926769	-5.116635236816146	0.19423589537667166	-24.033202120967985	2.4398562626618947	-30.39333032552571	2.1730885145828203
-4.563044524194424	2.9118114475879087	0.052500169354782855	0.5273181703420313	1.8396256169354217	1.4057784706772163	-0.20842972983868968	0.9169727483700986	-3.2008016129031773	1.1897034171797467	-4.851085516129032	0.11341265297633732	0.0	0.0	-40.88715625403427	11.133089854180884	58.930305354838794	10.421041967952828	-43.41786887499991	1.4018214866863028	56.41971274596787	10.54659111043734	-6.166502445716154	0.19979736513607307	-36.30595537096775	2.675568207231206	-40.131964909425676	2.4442726810173863
0.01025335080515788	2.427103879896327	-0.05353733064511346	0.5126773290673367	1.3698114919355717	1.2341585172429501	-0.38009460483875657	0.8365401651338153	-1.3602338629032467	1.094758636651376	-3.8688273911290327	0.09736979379817312	0.0	0.0	-25.39880175403127	13.042815671589198	37.846661229838396	11.746031749310445	-30.644744875000136	1.2005820168329275	35.623339495967535	12.185626313045287	-5.150378312216139	0.18050286480516176	-22.47951374596775	2.6200515786044476	-25.984386400925473	2.5216157771736847
-1.247952399193796	2.8382585313544366	0.12937329435478873	0.4547394113859387	-1.0807277580645085	1.3039558838949254	1.1622863951613454	0.8231166499309778	-0.8900529879031893	0.9874705433681674	-3.831477141129038	0.11354260482300271	0.0	0.0	-16.594627879031883	11.979442410730096	35.265196854838386	11.102584790862387	-34.697040625000106	1.5138785621812683	30.869175120967483	11.420840946986466	-4.593017593016143	0.2029854240979744	-21.785022245967525	3.09507489255842	-26.942584431726317	2.888502540178873
-0.544856024194246	2.6705887913770097	0.5184259193547938	0.5011086028711403	-0.2534518830646775	1.4247331415662319	-1.0815473548387065	0.8152548903175675	-2.3922986129035273	1.0150593622503497	-3.956213891129039	0.10052898231946958	0.0	0.0	-41.09147887903316	12.593700474764972	51.671834729838324	11.154885556543752	-30.095157625000184	1.4102118615925172	46.63847412096735	11.30607491300048	-5.039490874616142	0.1741719588092882	-27.22474362096773	2.7044644605397266	-33.34138121332609	2.3808382936186647
3.183438475806227	3.028542256234655	-0.14827045564524433	0.4922395060758045	0.15906524193548677	1.381270533345343	-0.7944466048387273	0.8582888831408356	0.204269512097202	1.0708735747150964	-3.9127497661290374	0.09493929194121335	0.0	0.0	-25.061550754031572	12.094928648165158	36.98303710483853	10.436824634504445	-34.74814149999983	1.1909310684810355	31.29385962096719	10.51837863841913	-4.89990947681614	0.1608954722151817	-24.13534874596799	2.6626883252376286	-30.81168594052616	2.4462871418862444
2.8600719758065622	3.2484887513330882	-0.11289783064515646	0.5345517109747202	0.35817936693550934	1.2757770982364194	0.5650398951612798	0.87197365834509	-0.8654697379029486	0.9623324485153105	-3.900540266129039	0.09580999527422146	0.0	0.0	-23.271285504031624	12.00810718566649	33.101257979838635	11.029600645481345	-30.361486374999995	1.2759191089464916	29.767774495967423	11.023591840891235	-4.893432084116144	0.17111566923961286	-21.6271304959684	2.8298537142334523	-25.953505797825898	2.5130560937709707
-0.5936097741945332	2.8734061674456415	0.4325016693548438	0.579298457778046	-0.4880841330644019	1.2219008064002788	1.0070343951612992	0.8730431962809415	1.9816303870969385	1.05311738304202	-2.9748252661290344	0.10791099145745492	0.0	0.0	-25.64402187903355	13.532728743563355	32.642655854838594	12.516107560304507	-21.874172499999972	1.4066474435095058	26.815477870967527	12.480762449356616	-3.7544539456161345	0.18227554882322655	-15.51089124596848	2.7129252010578684	-22.11769790932641	2.426041555063722
4.178330100805255	2.923767562362641	0.1342981693547891	0.49535015445239583	0.5978263669355179	1.2800437769338322	1.173367395161291	0.8405376377281841	-0.14334436290304708	0.997434876155114	-3.400208391129033	0.11306577512907831	0.0	0.0	-30.500881504033444	12.962867444472659	36.4658999798386	12.162441951956563	-26.71556062500023	1.4245523538251912	35.018641620967564	12.286696581030785	-4.616718976916134	0.2000004802975774	-18.210272870967643	2.6946517176317077	-20.87404181562573	2.4068351142968636
-0.5719373991949794	3.0184489943552033	0.15652966935480972	0.4972268862802261	-0.7350822580643452	1.3720562614911032	0.3227373951612913	0.867763743940435	-1.3650207379031603	1.1886485310913946	-3.300325891129037	0.11318307218176842	0.0	0.0	-22.72998312903323	12.132510556253866	33.07601710483831	10.470544733711927	-24.12810737500007	1.30173120548073	30.375888995967493	10.543646431456898	-4.365026328716143	0.17647046591834953	-19.275172620967652	2.8917129605338943	-23.040001167425757	2.6964364001571903
