ligname	pdbname	1-4_eel_avg	1-4_eel_se	1-4_vdw_avg	1-4_vdw_se	angle_avg	angle_se	bond_avg	bond_se	dihed_avg	dihed_se	ecavity_avg	ecavity_se	edisper_avg	edisper_se	eel_avg	eel_se	epb_avg	epb_se	vdwaals_avg	vdwaals_se	egb_avg	egb_se	esurf_avg	esurf_se	pb_tot_avg	pb_tot_se	gb_tot_avg	gb_tot_se
j1	j1	-2.4999966626637613e-07	7.796018942740964e-06	8.750000166912741e-07	7.369029915611664e-06	4.999999498522812e-07	1.0883629996639377e-05	5.000000221144774e-07	6.891207120264264e-06	-6.249999371732428e-07	5.160876955305153e-06	-4.857211375000002	0.14054061162403944	0.0	0.0	-26.102589249999596	4.82219953694982	38.55662962499997	5.066964810968264	-39.02757174999995	2.043455462259446	35.81963249999997	5.004261189422128	-5.586231994200005	0.24492738554186938	-31.43074175000033	1.7353835972506952	-34.8967594941998	2.037840901214845
j2	j2	-1.6249999839601514e-06	5.937998711478411e-06	-3.749999939373083e-07	8.256656799378489e-06	2.500000024383553e-06	1.0496796255047196e-05	-2.8750000037547353e-06	9.019491385209064e-06	-3.124999910397719e-06	8.768522736379762e-06	-4.5371035000000015	0.03650817919657512	0.0	0.0	-2.5399812500002428	1.499392863737161	21.825156374999906	2.2167925414879366	-40.33458200000001	0.4471493551014194	17.97152949999997	1.8238084007314828	-5.2504177805999985	0.05383346892729687	-25.586515875000014	0.9382121155388724	-30.153457030600045	0.6315754746887058
j3	j3	2.7499998941493685e-06	8.849952727361712e-06	-1.874999997824034e-06	6.90599855268713e-06	-8.749999238943928e-07	7.789184732994695e-06	1.8749999873080014e-06	7.39330110236281e-06	1.8749999429701346e-06	8.110298177862284e-06	-3.5897648749999966	0.04605991891967154	0.0	0.0	-16.22149712499913	1.2480021500282368	27.03341175000011	0.9553819336670667	-30.418474749999977	0.7299818921416649	22.41153399999999	0.962174298991554	-4.633522910100006	0.058493281180655624	-23.196321250000047	0.8158232119113807	-28.86195703509981	0.5938744611070389
j4	j4	-2.3749999854771887e-06	7.816502125903666e-06	1.499999994933887e-06	9.878860386215943e-06	1.7499999759706953e-06	9.795830876605858e-06	6.249999806584583e-07	8.56888113607552e-06	1.4999999888232197e-06	6.0612097168102325e-06	-5.137775125000003	0.07658891829980173	0.0	0.0	-54.14744974999992	3.780073807733427	66.63088362499998	3.7513156556857066	-43.719949250000006	1.1769379927241799	63.3793663749999	3.5608968589915495	-6.3373768173	0.10189992786683372	-36.374287500000044	1.3418479739631346	-40.825406442299915	1.1209366618794736
j5	j5	6.249999569263309e-07	6.4901364786106255e-06	1.5000000040998885e-06	6.492196417466012e-06	2.5000007312314667e-07	1.0044600983546092e-05	-2.624999977030029e-06	6.298106682477656e-06	-1.8750000746337036e-06	8.200358086668225e-06	-3.6792137500000006	0.06644742064952906	0.0	0.0	-26.771259124999986	1.6084100260752936	37.96117449999999	1.0155624624105304	-29.854138875000025	0.7251532471454318	33.286926750000056	1.580261317796989	-4.911682378499998	0.09964965881563988	-22.34343937499998	1.2926492716973368	-28.250155753500003	0.7781106344801783
j6	j6	-2.500000112206635e-06	7.869193702927545e-06	-9.999999878118614e-07	1.147795911270169e-05	2.0000000203879152e-06	8.974978377327507e-06	2.4999999169494914e-07	7.497894573398286e-06	-1.2500000272552825e-06	6.9542797900379185e-06	-3.757381375000002	0.033759473392561704	0.0	0.0	-11.973100999999822	0.8002431536875884	28.030278749999823	0.9165116593206757	-35.031708	0.7276035015716523	23.688096249999997	0.8299943653209345	-4.537542895200004	0.053986656779659956	-22.731914124999708	0.596826406045529	-27.85425814520007	0.7112180857505095
j7	j7	7.500001265725586e-07	9.676100682492439e-06	1.1249999832330104e-06	8.288886751488023e-06	1.2499998007342582e-07	8.9088155577747e-06	2.500000002072511e-06	9.177809748021106e-06	-1.6249999738704446e-06	8.822599670038713e-06	-4.006463250000003	0.04869462593463565	0.0	0.0	-26.74054525	1.2262329028621917	39.628269124999974	1.0590948022332651	-29.85335687499999	0.5000343535866634	34.04848374999992	1.0303358939261191	-4.7965740363000045	0.07673673167751409	-20.972093374999876	0.7680159484878872	-27.341989536300098	0.6346389348253879
j8	j8	7.500004765859103e-07	8.564370572498819e-06	-2.500000062610752e-07	8.383178941715967e-06	-1.2499989580305736e-07	9.023376836773078e-06	1.2499999158421815e-07	9.359644371702702e-06	-4.499999991196546e-06	8.858591450420606e-06	-3.5948545000000025	0.025521947677426434	0.0	0.0	-11.517065499999774	0.8402517173111126	26.642844750000016	0.9958882504976128	-33.85098737500003	0.44905231099754495	21.554463624999908	0.9108319730348434	-4.405083567299998	0.05654522651740428	-22.32006662500008	0.467861748899756	-28.21867681729995	0.5444314585726279
j9	j9	-1.9999996538899723e-06	7.497418670202851e-06	1.3749999871848218e-06	6.188407943071948e-06	6.249999715635113e-07	7.495486637094895e-06	-5.000000047061804e-07	5.909847207821223e-06	-3.7499997233680917e-07	7.812023973805472e-06	-3.7306424999999996	0.04257566273755954	0.0	0.0	-16.31769074999954	1.6710639338378288	29.417703374999984	1.5355855083295464	-30.125276500000062	0.9545293023192516	25.676976624999973	1.6072993895486047	-4.7817094059000045	0.12207141169063433	-20.75590725000003	0.8548854716155154	-25.547700905900157	0.8611486354691564
j10	j10	-1.1250000301288309e-06	8.334518371292128e-06	2.62500000456356e-06	9.628512268339084e-06	-2.5000001272701413e-07	6.846758723902792e-06	3.1249999788229843e-06	8.80236459316141e-06	1.5000000013287718e-06	7.5163555124345e-06	-2.4413772500000026	0.05974776388051472	0.0	0.0	-20.238562750000018	1.1838162324017902	23.505627000000036	1.0275096160542836	-20.675156500000018	0.7276065478656432	20.880792499999867	1.0802150669418416	-3.2035692726000002	0.09543721147063998	-19.849463625000325	0.6940380154907692	-23.23649014759977	0.9457776467547517
