ligname	1-4_eel_avg	1-4_eel_se	1-4_vdw_avg	1-4_vdw_se	angle_avg	angle_se	bond_avg	bond_se	dihed_avg	dihed_se	edisper_avg	edisper_se	eel_avg	eel_se	vdwaals_avg	vdwaals_se	egb_avg	egb_se	esurf_avg	esurf_se	gb_tot_avg	gb_tot_se	paper-id	expt-dg	expt-err	q	dataset
j1	4.000000147925675e-06	7.992595869220403e-06	-2.375000030951924e-06	6.86610036421585e-06	1.374999967538315e-06	9.744179083794616e-06	3.749999861923925e-07	7.971353380680897e-06	-7.49999946663138e-07	8.118491931967427e-06	0.0	0.0	-27.326541625000896	4.485508598423138	-38.94281175000004	1.8569740458080863	36.881552500000055	4.446721963403243	-5.544162900000003	0.2209916936362835	-34.931961149999914	2.0100286458867105	1	-9.8	0.1	1	Janssen
j2	-6.821210263296963e-14	9.471853612616904e-06	-2.6250000156125e-06	9.225029190117433e-06	-2.999999942687737e-06	5.6965521342066735e-06	1.2499997289694418e-07	1.0176910803234862e-05	3.749998367652552e-07	6.97253521465964e-06	0.0	0.0	-2.629392749999066	1.4567806380155148	-40.64553637499996	0.5552653352035396	17.52487737500001	1.455502445340959	-5.2726704048	0.053122785885853466	-31.022727279800147	0.8737922591295586	2	-9.6	0.1	0	Janssen
j3	4.999999237043084e-07	8.530028316159137e-06	-4.6249999567749e-06	7.806009394359261e-06	-2.499999965692723e-06	8.153853065162598e-06	-5.000000439991937e-07	9.75072447576733e-06	-6.250000629393071e-07	5.302310569636744e-06	0.0	0.0	-16.359310124999517	1.4088225176953482	-30.517766875000014	0.9137459309830483	22.68560150000001	0.9428554017239772	-4.619997944099997	0.06428859449310156	-28.811481194099933	0.8497645252282052	3	-9.0	0.1	0	Janssen
j4	7.499999310311978e-07	8.593260673539819e-06	-3.1250000449745134e-06	8.193105581347756e-06	3.625000015574642e-06	9.564663338240646e-06	-2.499999725813495e-07	7.599929982105316e-06	1.9999999435071913e-06	8.466195567794841e-06	0.0	0.0	-52.04708724999965	4.461922999705108	-43.6330368750001	1.1194363887233991	61.233360874999974	4.2207139279229775	-6.320387795400003	0.13103211681778051	-40.7671480453999	0.9244345133795446	4	-8.9	0.1	1	Janssen
j5	-1.2499978765845302e-07	8.279820472347818e-06	-4.99999990069e-07	8.984335657994259e-06	-3.7500004154367154e-07	9.48755883941848e-06	-2.500000154270765e-07	9.590795805217097e-06	-3.874999962221181e-06	6.682113782625325e-06	0.0	0.0	-27.514696250000142	1.5839189300160916	-30.116716625	1.0432015232727063	33.966535000000036	1.578257332572709	-4.922482388400001	0.15170159891762694	-28.58736538839993	1.1118087635104303	5	-8.8	0.1	0	Janssen
j6	-9.999995821630137e-07	8.142960828084743e-06	-6.250000184593318e-07	8.658220357066201e-06	-9.999999538479186e-07	8.327355584461481e-06	2.000000001061153e-06	8.80245156762822e-06	4.499999917442209e-06	8.207231816642049e-06	0.0	0.0	-11.614927249998402	0.7824411826889822	-35.26361275000001	0.6246941547041794	23.24579849999999	0.8163908107989998	-4.552668322199999	0.06002469760245211	-28.18540594720003	0.8260664290774438	6	-8.2	0.1	0	Janssen
j7	2.2499996703118084e-06	8.903685353683337e-06	1.2499999780857253e-06	7.604084254428408e-06	2.124999940207317e-06	8.739256769760297e-06	-1.0516032489249486e-14	8.392259948266643e-06	3.250000033858669e-06	6.873047478063853e-06	0.0	0.0	-27.53678712500035	1.179990420370396	-29.72752899999993	0.5145535339850359	34.69416675	1.1612029269543338	-4.801840378199998	0.0769052955647826	-27.371980878199786	0.552803315086223	7	-7.8	0.1	0	Janssen
j8	-1.8750001123635226e-06	5.4461911245852515e-06	-3.7499998533974116e-07	9.022476795844518e-06	5.000000034272035e-07	7.690445060915138e-06	1.2500000028126124e-06	8.799769040569887e-06	-2.874999959203705e-06	8.158946761241378e-06	0.0	0.0	-11.367734499999711	0.7433235857082909	-34.39071087499994	0.7416705509080392	21.412532874999894	0.6868888979749215	-4.4305433811000015	0.07329198121637462	-28.7764592561001	0.8430895714562281	8	-7.4	0.1	0	Janssen
j9	-6.249997863960743e-07	8.612954994157859e-06	-7.49999996010331e-07	7.527141958885045e-06	1.2500004558546607e-07	8.112679317583845e-06	2.500000107019673e-07	8.560226693538067e-06	8.75000087319222e-07	5.76013162141463e-06	0.0	0.0	-15.294580874999895	1.3594327906080117	-30.752743874999968	0.8382476400968716	24.880400625000057	1.4035103708232253	-4.837741566300002	0.12331337536928047	-26.004665816300093	0.8415621963889988	9	-7.3	0.1	0	Janssen
j10	-1.8750001703438099e-06	8.879972431487958e-06	5.000000021482264e-07	8.910741232100885e-06	-1.750000036473409e-06	1.0739860366255384e-05	-5.00000006162793e-07	1.110774300125269e-05	8.749999238233385e-07	9.820693102943609e-06	0.0	0.0	-17.62054599999923	2.7425225358509304	-22.608622624999928	1.8189074996308887	18.140178374999913	2.67594072172419	-3.369013323300003	0.16020287707597744	-25.458006323299927	2.0025470467984454	10	-6.3	0.1	0	Janssen
j11	-1.000000091835318e-06	8.237516532662489e-06	2.3750000264755044e-06	9.690774578984171e-06	7.499999945537185e-07	7.813372802745952e-06	2.750000000411035e-06	9.817471731271436e-06	-1.6250000556539137e-06	8.101394084583438e-06	0.0	0.0	-15.975957124999805	0.8662747939522296	-26.326537250000072	0.7403966065212614	22.568396999999962	0.904385723070546	-4.309029745199998	0.08554919938509671	-24.043123870200105	1.0302736844055331	11a	-5.6	0.1	0	Janssen
j12	2.499999959582056e-07	9.143849688640176e-06	-1.2499998920389998e-07	9.061057435731273e-06	1.1250000105178514e-06	1.2435071568550245e-05	-7.499999921734001e-07	8.071678204501656e-06	-7.499999814086778e-07	7.031964769694876e-06	0.0	0.0	-13.84021075000012	0.6903582878852704	-24.033787250000053	0.5299102493464684	19.260561625000157	0.7632216589128846	-3.9339987804	0.07263844117970528	-22.547435405400194	0.5929884827756557	11b	-5.6	0.1	0	Janssen
g1	-1.375000008465577e-06	7.910750210846867e-06	-1.2500001091098055e-07	4.4576161604846135e-06	-4.749999983602038e-06	9.066472099235457e-06	2.5000000370312136e-07	8.34966075830895e-06	-7.500000715765509e-07	9.495380796877085e-06	0.0	0.0	-14.28928600000012	0.8766679766510931	-38.476199499999936	1.07673985398186	26.51863712499989	0.909517525537734	-5.429122897499997	0.14192088744836442	-31.675978022500146	1.3350019755522202	THQ1	-9.607999999999999	0.1	0	THQ
g2	1.0000002180277078e-06	7.489795723630788e-06	1.7499999664494224e-06	9.77115272309792e-06	2.75000003199466e-06	7.358692627707472e-06	3.74999999053216e-07	6.9793493557880005e-06	3.750000324487246e-07	7.812335588526395e-06	0.0	0.0	-12.985028375000503	0.7235312594668176	-30.849347625000004	0.4312836962432751	22.181466000000018	0.5798735267209835	-4.5806814855	0.046491330209504564	-26.233585235499834	0.5154650807063359	THQ2	-7.6864	0.1	0	THQ
g3	1.6250002499873516e-06	9.185720439073137e-06	-6.249999840690635e-07	1.127756292233999e-05	2.125000003445621e-06	1.0907095919020093e-05	5.00000001224521e-07	7.652168999846892e-06	2.4999998959174264e-06	9.479646324907353e-06	0.0	0.0	-13.809394875000047	0.8147814372581762	-36.56215787500001	0.9814473951324932	25.292775999999968	0.8029200439458822	-5.238694103399998	0.08089845953664836	-30.31746472840012	1.1120024622675702	THQ3	-9.33348	0.1	0	THQ
