ligname	1-4_eel_avg	1-4_eel_se	1-4_vdw_avg	1-4_vdw_se	angle_avg	angle_se	bond_avg	bond_se	dihed_avg	dihed_se	ecavity_avg	ecavity_se	edisper_avg	edisper_se	eel_avg	eel_se	epb_avg	epb_se	vdwaals_avg	vdwaals_se	pb_tot_avg	pb_tot_se	paper-id	expt-dg	expt-err	q	dataset
j1	1.5000000405507308e-06	8.768429274454636e-06	-2.3749999836297776e-06	8.3991077641187e-06	1.000000023338998e-06	9.988434943515017e-06	2.624999995646249e-06	6.826201936667366e-06	-1.2500000021020695e-06	9.14693865824911e-06	-6.250067374999998	0.0398382930945975	0.0	0.0	-112.49817424999914	3.8491572181484415	146.9076601249998	4.672471616385036	-61.92915137500003	1.7355846991605552	-33.769731374999665	3.73030935494301	1	-9.8	0.1	1	Janssen
j2	-7.499996695514712e-07	6.6831135539433405e-06	6.25000006806431e-07	8.710844485256554e-06	-7.500000265281416e-07	8.158227388227719e-06	1.4999999957865384e-06	7.1240337601823835e-06	7.499999989590832e-07	1.220358510457513e-05	-5.079440375000002	0.05943514046122478	0.0	0.0	-20.59264637500005	0.7871637530660119	66.56573925000005	2.0972685371101587	-55.49664875000001	0.7526026871609905	-14.60299487500005	1.44270293522045	2	-9.6	0.1	0	Janssen
j3	-9.99999901978299e-07	9.601831527125676e-06	-3.250000001173703e-06	7.323496623786968e-06	-5.000000000165983e-07	8.914567057683287e-06	2.000000029198645e-06	9.46260968130453e-06	3.374999953251745e-06	9.78978715898026e-06	-4.032544375000003	0.014607798194273743	0.0	0.0	-43.41484087499959	1.6504008800444616	71.73484137499993	1.0729953786056805	-40.944982125	0.7034201019907418	-16.65752537500007	1.2230900284926185	3	-9.0	0.1	0	Janssen
j4	-2.5000021651067074e-07	9.352536217800744e-06	5.000000037114204e-07	8.078376394371816e-06	-1.249999952790404e-06	8.741748970624393e-06	-1.499999980296707e-06	8.154153472453826e-06	7.500000472759894e-07	7.460450242072441e-06	-6.078676125	0.037608560520211005	0.0	0.0	-98.54283525000008	3.3126600541772087	131.98143575000003	3.5575078200892367	-64.46484537499998	0.9871449385322002	-37.104922750000135	1.9303541858400033	4	-8.9	0.1	1	Janssen
j5	-2.5000000960062605e-07	7.542823927816867e-06	-2.7000623958883806e-14	7.898927443448708e-06	-5.249999986034481e-06	7.791843479715725e-06	-1.0000000101229034e-06	7.052118099192442e-06	3.7499993190692746e-07	7.828616252732567e-06	-3.6815516249999987	0.018777732431555887	0.0	0.0	-42.91581162500023	1.4145923088716603	66.0049061250001	0.947304904727693	-36.441798500000075	0.8093238716100358	-17.034261749999892	1.231467189975126	5	-8.8	0.1	0	Janssen
j6	1.2500027658290946e-07	8.550885662291696e-06	-1.5000000146869754e-06	8.481102308943793e-06	5.00000003285095e-07	9.903900156484706e-06	4.999999924848453e-07	7.007153945506911e-06	3.750000763602657e-07	8.265754750652479e-06	-3.8150995	0.016945715267786994	0.0	0.0	-19.585628125000405	0.7452834026067824	50.94870599999981	0.9265231095739548	-43.88518862500001	0.6828583801989052	-16.33721025000003	1.2052982300665451	6	-8.2	0.1	0	Janssen
j7	-7.500001629523467e-07	8.948099553676429e-06	-1.4999999916653909e-06	5.938420437224258e-06	-4.000000057118314e-06	9.508673098328923e-06	4.999999747212768e-07	6.2244624738490345e-06	-6.249999319152265e-07	6.5551040492433415e-06	-4.558620500000004	0.018669821744389352	0.0	0.0	-45.772704124999706	0.9658783614757084	85.53291249999988	1.0441157769209544	-44.90232075000002	0.5376776593582416	-9.700739249999963	1.0921939852549634	7	-7.8	0.1	0	Janssen
j8	-1.2499968690349303e-07	7.933782243043213e-06	7.50000046636501e-07	7.913760013031105e-06	-1.4999999882547854e-06	7.232522591613278e-06	-3.8750000203435776e-06	8.947902951101587e-06	-1.5000001066312054e-06	8.522850294692899e-06	-3.655492625	0.015053296947943119	0.0	0.0	-18.92563700000021	0.7283906102405313	48.18908487500003	0.8464235307724688	-42.670235875000046	0.3900141919089747	-17.062286875000115	0.8752003996321468	8	-7.4	0.1	0	Janssen
j9	2.4999955371640676e-07	6.683888729317284e-06	1.2500000189774595e-06	7.799938532440694e-06	-1.5000000441034443e-06	9.231132060436442e-06	-4.874999999273655e-06	8.527697217564156e-06	-5.000001218746774e-07	1.1341552571961542e-05	-3.6105656250000018	0.018883848603809168	0.0	0.0	-30.531631124999013	1.2830467737589448	52.67141600000011	1.6881081254438242	-36.31497887500001	0.8095247228222832	-17.785765000000055	1.3759645912649432	9	-7.3	0.1	0	Janssen
j10	3.7500010705571187e-07	8.016737852526488e-06	1.000000028206216e-06	1.0483444314012333e-05	1.3749999984824513e-06	9.388139909185602e-06	1.1249999863238713e-06	9.048605241874333e-06	8.750000498025656e-07	8.541424435454046e-06	-2.5224541250000043	0.015176743164184346	0.0	0.0	-21.808465499999308	0.7647488296168841	35.729063374999924	1.4567662987653995	-26.922965375000054	0.3639840900901202	-15.524816874999894	1.2933097277605052	10	-6.3	0.1	0	Janssen
