0	3.32	0.48	0.50	0.16	 0.46	0.18
1	3.62	0.49	0.52	0.15	 0.46	0.17
2	3.78	0.50	0.53	0.14	 0.48	0.17
3	3.88	0.51	0.53	0.14	 0.48	0.16
4	3.96	0.51	0.53	0.14	 0.48	0.16
5	4.03	0.50	0.52	0.14	 0.47	0.17
10	4.47	0.53	0.49	0.14	 0.50	0.16
25	4.74	0.50	0.42	0.15	 0.46	0.16
50	5.18	0.21	0.30	0.16	 0.12	0.19
100	6.65	0.26	0.32	0.16	 0.17	0.18
200	8.41	0.30	0.33	0.16	 0.21	0.18
