0	3.54	0.79	0.65	0.18	 0.74	0.20
1	3.04	0.85	0.71	0.12	 0.82	0.16
2	3.12	0.93	0.74	0.11	 0.92	0.09
3	3.17	0.89	0.72	0.11	 0.89	0.10
4	3.14	0.88	0.71	0.10	 0.88	0.10
5	3.08	0.82	0.70	0.10	 0.83	0.13
10	2.82	0.82	0.67	0.11	 0.82	0.14
25	2.92	0.69	0.59	0.14	 0.69	0.19
50	3.32	0.15	0.37	0.24	 0.12	0.33
100	3.77	0.25	0.42	0.22	 0.20	0.32
200	4.77	0.26	0.46	0.22	 0.22	0.31
