ligname	1-4_eel_avg	1-4_eel_se	1-4_vdw_avg	1-4_vdw_se	angle_avg	angle_se	bond_avg	bond_se	dihed_avg	dihed_se	ecavity_avg	ecavity_se	edisper_avg	edisper_se	eel_avg	eel_se	epb_avg	epb_se	vdwaals_avg	vdwaals_se	pb_tot_avg	pb_tot_se	paper-id	expt-dg	expt-err	q	dataset
j1	1.8750001527223503e-06	8.422935363848931e-06	4.999999605104222e-07	8.141610812383048e-06	-1.249999951653535e-06	9.150990149399238e-06	2.500000076111064e-07	8.386735960170321e-06	-1.0000000472132342e-06	6.486746042478439e-06	-6.255153375000001	0.042304545674980217	0.0	0.0	-106.20713675000013	4.3713300324376965	144.8371447500001	4.682825768170206	-59.937514125	1.4983394203100449	-27.56265912500021	3.0737788965894306	1	-9.8	0.1	1	Janssen
j2	-7.500001083826645e-07	8.118064076116779e-06	1.999999981947553e-06	7.900557683905702e-06	-2.500000533700586e-07	8.187761414790159e-06	9.999999917198463e-07	9.838833096836356e-06	6.250000267016275e-07	8.054509695294501e-06	-5.074179625000003	0.05138027280418082	0.0	0.0	-18.73767037499981	1.0329855435824382	64.13068387499993	2.0256998840296725	-54.872394874999955	0.7348822203291876	-14.553558374999998	1.5055299122381232	2	-9.6	0.1	0	Janssen
j3	6.250006936170394e-07	5.1579262842762634e-06	-1.749999979807626e-06	8.979335323436132e-06	2.1250000173722582e-06	8.907896183761532e-06	-2.4999999602925983e-07	9.056983347752741e-06	3.375000084417934e-06	8.988050667051512e-06	-4.025056124999999	0.019566029380742728	0.0	0.0	-43.242431250000564	1.3228451384423885	71.67726050000002	1.0171192974287613	-40.38748924999992	0.7506157950204009	-15.977712000000038	1.3719982719803665	3	-9.0	0.1	0	Janssen
j4	3.2500002180313457e-06	7.536964588607237e-06	-6.249999938745532e-07	6.1330231127876885e-06	1.8749999651390682e-06	7.394699286384024e-06	-2.6249999890382013e-06	1.3010765846003148e-05	-3.74999999053216e-07	1.0516253595652375e-05	-6.1151951250000005	0.04777657547165102	0.0	0.0	-99.0407178750004	3.4500853457429885	136.83132162500002	3.5063352076575316	-62.91202162499999	1.0270027264592907	-31.236611499999483	1.489195391813298	4	-8.9	0.1	1	Janssen
j5	7.499996468141034e-07	8.496790212560244e-06	-7.499999806270808e-07	9.8548204896094e-06	1.8750000491252198e-06	8.882290576848765e-06	-1.2499999589721257e-06	6.9618457603540835e-06	8.749999445711866e-07	7.838977267568566e-06	-3.6831035	0.018133759442961327	0.0	0.0	-42.22613112499868	1.4073622132345576	65.66513899999998	1.3942333138441227	-36.408829625000095	1.0302215753289528	-16.652923749999907	1.7549322251079675	5	-8.8	0.1	0	Janssen
j6	-5.124999889716264e-06	7.115566504691534e-06	1.1249999791829168e-06	7.2335092852542666e-06	9.999999340948308e-07	8.855298711215552e-06	-4.999999818977585e-07	7.690029523702492e-06	2.124999863326593e-06	7.534508871619525e-06	-3.821208125000002	0.019736240091406662	0.0	0.0	-18.415328374999262	0.8690880993551847	49.841587124999855	0.7813008852279375	-43.59352037500002	0.5253503148732788	-15.988471124999931	0.9203892691471779	6	-8.2	0.1	0	Janssen
j7	-1.1250000443396856e-06	8.827290952930538e-06	-2.8279600883251987e-14	7.74746512558207e-06	-1.6249999190165452e-06	9.099058579313325e-06	1.0000000022358792e-06	8.517470299982138e-06	4.625000028823934e-06	6.0736639876015745e-06	-4.576993000000001	0.02795981086773914	0.0	0.0	-45.899561625000416	1.530341416972372	85.836444625	1.6427415553765818	-44.056949125	0.5214088739400904	-8.697056249999871	1.4005396276772226	7	-7.8	0.1	0	Janssen
j8	-2.499998794291969e-07	8.476887663238891e-06	-7.500000327809175e-07	8.200877208057655e-06	1.2499999945703169e-06	1.0579160798274369e-05	-6.249999894691882e-07	9.020758403710072e-06	9.99999878672497e-07	9.38064203916066e-06	-3.661145749999999	0.020128924846182287	0.0	0.0	-17.943254749999827	1.2051209776233391	47.33638812499992	1.2368499899170222	-42.59837437499995	0.5323080036333319	-16.866386124999902	1.086149473610892	8	-7.4	0.1	0	Janssen
j9	7.500000765503502e-07	7.464283109124953e-06	-1.8750000184653003e-06	9.067116988089444e-06	3.500000026264161e-06	8.591031254373909e-06	-4.000000014166005e-06	8.737749429740499e-06	1.2499999527193492e-06	1.0754399255477106e-05	-3.630497125	0.026720527244159367	0.0	0.0	-27.75658175000051	1.6415849864899628	50.68223412500009	1.8742722875451885	-36.65924137500009	0.6605031792771718	-17.364086500000294	1.4570841474974892	9	-7.3	0.1	0	Janssen
j10	3.7499970972021397e-07	7.816155233903185e-06	2.5000000074015816e-06	7.652298632526328e-06	-1.2499994308967646e-07	7.580335315373015e-06	8.750000040436134e-07	6.881586643630753e-06	-1.375000028218665e-06	7.184232626278854e-06	-2.5242195	0.01527535292868694	0.0	0.0	-19.446104874998397	1.9814132092867267	32.9970300000001	2.1252020280482165	-27.528670624999986	1.035450852845269	-16.501962750000025	1.3224494149816284	10	-6.3	0.1	0	Janssen
